case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year,marked,plaintiff,defendant,plaintiff_size,defendant_size
"Cobra Acquisitions, LLC v. Municipio De Humacao ( 2025)",KLAN202500540,2025-06-30,Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico,1,81830000.0,,https://www.courtlistener.com/opinion/10736551/cobra-acquisitions-llc-v-municipio-de-humacao/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8,2025,1,"Cobra Acquisitions, LLC",Municipio De Humacao,5.0,1.0
"Cobra Acquisitions, LLC v. Municipio De Guayama Y Otros ( 2025)",TA2025AP00024,2025-06-30,Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico,0,0.0,,https://www.courtlistener.com/opinion/10736552/cobra-acquisitions-llc-v-municipio-de-guayama-y-otros/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8,2025,1,"Cobra Acquisitions, LLC",Municipio De Guayama Y Otros,5.0,1.0
FCC v. Consumers' Research (2025),24-354,2025-06-27,Supreme Court of the United States,1,100000000.0,1.0,https://www.courtlistener.com/opinion/10618553/fcc-v-consumers-research/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8,2025,1,FCC,Consumers' Research,1.0,5.0
In Re: Amendments to the Florida Family Law Rules of Procedure - Forms (Fla. 2025),SC2024-0003,2025-06-26,Supreme Court of Florida,0,0.0,,https://www.courtlistener.com/opinion/10617647/in-re-amendments-to-the-florida-family-law-rules-of-procedure-forms/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8,2025,1,,,,
"In Re Storable, Inc.; RedNova Labs, Inc. (d/B/A storEDGE); SitelinkSoftware, LLC; Easy Storage Solutions, LLC; Bader Co.; And Property First Group, LP v. the State of Texas (Tex. App.-Houston [15th Dist.] 2025)",15-25-00109-CV,2025-06-23,"Texas Court of Appeals, 15th District",1,1003.0,0.0,https://www.courtlistener.com/opinion/10619795/in-re-storable-inc-rednova-labs-inc-dba-storedge/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"In Re Storable, Inc.; RedNova Labs, Inc. (d/B/A storEDGE); SitelinkSoftware, LLC; Easy Storage Solutions, LLC; Bader Co.; And Property First Group, LP",the State of Texas,7.0,1.0
"Factor 2 Multimedia Systems, LLC v. Tiktok, Inc. (D.D.C. 2025)",Civil Action No. 2024-0133,2025-06-18,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10613212/factor-2-multimedia-systems-llc-v-tiktok-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Factor 2 Multimedia Systems, LLC","Tiktok, Inc.",5.0,8.0
Realtek Semiconductor Corporation v. Itc (Fed. Cir. 2025),23-1187,2025-06-18,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10609947/realtek-semiconductor-corporation-v-itc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,Realtek Semiconductor Corporation,Itc,5.0,1.0
"Optis Wireless Technology, LLC v. Apple Inc. (Fed. Cir. 2025)",22-1925,2025-06-16,Court of Appeals for the Federal Circuit,1,506200000.0,0.0,https://www.courtlistener.com/opinion/10605230/optis-wireless-technology-llc-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Optis Wireless Technology, LLC",Apple Inc.,5.0,9.0
"Cozy Comfort Co., LLC v. United States (Ct. Intl. Trade 2025)",22-00173,2025-06-16,United States Court of International Trade,0,0.0,1.0,https://www.courtlistener.com/opinion/10605353/cozy-comfort-co-llc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Cozy Comfort Co., LLC",United States,5.0,1.0
"Ancora Technologies, Inc. v. Roku, Inc. (Fed. Cir. 2025)",23-1674,2025-06-16,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10605232/ancora-technologies-inc-v-roku-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Ancora Technologies, Inc.","Roku, Inc.",5.0,5.0
"Mitek Systems, Inc. v. United Services Automobile Association (Fed. Cir. 2025)",23-1687,2025-06-12,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10603497/mitek-systems-inc-v-united-services-automobile-association/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Mitek Systems, Inc.",United Services Automobile Association,5.0,1.0
United Services Automobile Association v. Pnc Bank N.A. (Fed. Cir. 2025),23-1639,2025-06-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10603496/united-services-automobile-association-v-pnc-bank-na/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,United Services Automobile Association,Pnc Bank N.A.,1.0,1.0
"Agilent Technologies, Inc. v. Synthego Corp. (Fed. Cir. 2025)",23-2186,2025-06-11,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10602683/agilent-technologies-inc-v-synthego-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Agilent Technologies, Inc.",Synthego Corp.,5.0,5.0
Jekyll Island-State Park Authority v. Polygroup Macau Limited (11th Cir. 2025),23-11415,2025-06-10,Court of Appeals for the Eleventh Circuit,0,0.0,,https://www.courtlistener.com/opinion/10601784/jekyll-island-state-park-authority-v-polygroup-macau-limited/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,Jekyll Island-State Park Authority,Polygroup Macau Limited,1.0,7.0
Fraunhofer-Gesellschaft v. Sirius Xm Radio Inc. (Fed. Cir. 2025),23-2267,2025-06-09,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10600957/fraunhofer-gesellschaft-v-sirius-xm-radio-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,Fraunhofer-Gesellschaft,Sirius Xm Radio Inc.,1.0,5.0
"Dolby Laboratories Licensing Corporation v. Unified Patents, LLC (Fed. Cir. 2025)",23-2110,2025-06-05,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10598964/dolby-laboratories-licensing-corporation-v-unified-patents-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,Dolby Laboratories Licensing Corporation,"Unified Patents, LLC",5.0,5.0
Amgen Inc v. Celltrion USA Inc (3rd Cir. 2025),25-1407,2025-06-05,Court of Appeals for the Third Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10599090/amgen-inc-v-celltrion-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,Amgen Inc,Celltrion USA Inc,5.0,5.0
"Alnylam Pharmaceuticals, Inc. v. Moderna, Inc. (Fed. Cir. 2025)",23-2357,2025-06-04,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10598134/alnylam-pharmaceuticals-inc-v-moderna-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Alnylam Pharmaceuticals, Inc.","Moderna, Inc.",5.0,5.0
Lu v. Univ. of Dayton (Ohio Ct. App. 2025),30272; 30375,2025-05-30,Ohio Court of Appeals,0,0.0,0.0,https://www.courtlistener.com/opinion/10595607/lu-v-univ-of-dayton/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,Lu,Univ. of Dayton,1.0,1.0
United Therapeutics Corp. v. Roscigno (N.C. Bus. Ct. 2025),24-CVS-3755,2025-05-27,North Carolina Business Court,0,0.0,,https://www.courtlistener.com/opinion/10593104/united-therapeutics-corp-v-roscigno/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,United Therapeutics Corp.,Roscigno,5.0,1.0
"Charter Communications Holding Company, LLC v. Sonus Networks, Inc. (Del. Super. Ct. 2025)",N22C-09-529 EMD CCLD,2025-05-27,Superior Court of Delaware,1,220000000.0,0.0,https://www.courtlistener.com/opinion/10592941/charter-communications-holding-company-llc-v-sonus-networks-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,"Charter Communications Holding Company, LLC","Sonus Networks, Inc.",5.0,5.0
pharmacychecker.com LLC v. Legitscript LLC (9th Cir. 2025),24-2697,2025-05-23,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10591530/pharmacycheckercom-llc-v-legitscript-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,pharmacychecker.com LLC,Legitscript LLC,5.0,5.0
In Re VETEMENTS GROUP AG (Fed. Cir. 2025),23-2050,2025-05-21,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10588046/in-re-vetements-group-ag/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9,2025,1,,,,
"Ecofactor, Inc. v. Google LLC (Fed. Cir. 2025)",23-1101,2025-05-21,Court of Appeals for the Federal Circuit,1,20019300.0,1.0,https://www.courtlistener.com/opinion/10588426/ecofactor-inc-v-google-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Ecofactor, Inc.",Google LLC,5.0,5.0
Day v. United States (Fed. Cl. 2025),24-2088,2025-05-20,United States Court of Federal Claims,0,0.0,1.0,https://www.courtlistener.com/opinion/10587370/day-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,Day,United States,1.0,1.0
"CreateAI Holdings, Inc. F/K/A TuSimple Holdings, Inc. v. Bot Auto TX Inc. (Tex. App.-Houston [15th Dist.] 2025)",15-25-00001-CV,2025-05-13,"Texas Court of Appeals, 15th District",0,0.0,1.0,https://www.courtlistener.com/opinion/10586473/createai-holdings-inc-fka-tusimple-holdings-inc-v-bot-auto-tx-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"CreateAI Holdings, Inc. F/K/A TuSimple Holdings, Inc.",Bot Auto TX Inc.,7.0,5.0
"The Broad Institute, Inc. v. the Regents of the University of California (Fed. Cir. 2025)",22-1653,2025-05-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10582006/the-broad-institute-inc-v-the-regents-of-the-university-of-california/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"The Broad Institute, Inc.",the Regents of the University of California,5.0,4.0
AstraZeneca Pharmaceuticals LP v. Secretary United States Department of Health and H (3rd Cir. 2025),24-1819,2025-05-08,Court of Appeals for the Third Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10573962/astrazeneca-pharmaceuticals-lp-v-secretary-united-states-department-of/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,AstraZeneca Pharmaceuticals LP,Secretary United States Department of Health and H,5.0,1.0
"Ingenico Inc. v. Ioengine, LLC (Fed. Cir. 2025)",23-1367,2025-05-07,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10551615/ingenico-inc-v-ioengine-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,Ingenico Inc.,"Ioengine, LLC",5.0,5.0
"Incyte Corporation v. Sun Pharmaceutical Industries, Inc. (Fed. Cir. 2025)",23-1300,2025-05-07,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10552441/incyte-corporation-v-sun-pharmaceutical-industries-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,Incyte Corporation,"Sun Pharmaceutical Industries, Inc.",5.0,5.0
"Jazz Pharmaceuticals, Inc. v. Avadel Cns Pharmaceuticals, LLC (Fed. Cir. 2025)",24-2274,2025-05-06,Court of Appeals for the Federal Circuit,1,233562.83,1.0,https://www.courtlistener.com/opinion/10532940/jazz-pharmaceuticals-inc-v-avadel-cns-pharmaceuticals-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Jazz Pharmaceuticals, Inc.","Avadel Cns Pharmaceuticals, LLC",5.0,5.0
In Re KOSTIC (Fed. Cir. 2025),23-1437,2025-05-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10533730/in-re-kostic/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,,,,
"Liquidia Technologies, Inc. v. United States Food and Drug Administration (D.D.C. 2025)",Civil Action No. 2024-2428,2025-05-02,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10462673/liquidia-technologies-inc-v-united-states-food-and-drug-administration/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Liquidia Technologies, Inc.",United States Food and Drug Administration,5.0,1.0
"Citizens Insurance Company of America v. Mullins Food Products, Inc. (7th Cir. 2025)",24-1524,2025-05-02,Court of Appeals for the Seventh Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10463611/citizens-insurance-company-of-america-v-mullins-food-products-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,Citizens Insurance Company of America,"Mullins Food Products, Inc.",5.0,5.0
Adelsperger v. Elkside Development LLC (Or. 2025),S070210,2025-05-01,Oregon Supreme Court,1,5995.0,1.0,https://www.courtlistener.com/opinion/10440290/adelsperger-v-elkside-development-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,Adelsperger,Elkside Development LLC,1.0,5.0
"Fintiv, Inc. v. Paypal Holdings, Inc. (Fed. Cir. 2025)",23-2312,2025-04-30,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10419642/fintiv-inc-v-paypal-holdings-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Fintiv, Inc.","Paypal Holdings, Inc.",5.0,7.0
"Honeywell International, Inc. v. OPTO Electronics Co., Ltd. (4th Cir. 2025)",23-2038,2025-04-29,Court of Appeals for the Fourth Circuit,1,859741.0,,https://www.courtlistener.com/opinion/10424120/honeywell-international-inc-v-opto-electronics-co-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Honeywell International, Inc.","OPTO Electronics Co., Ltd.",7.0,5.0
"Mitsubishi Power Americas, Inc. v. United States (Ct. Intl. Trade 2025)",21-00573,2025-04-29,United States Court of International Trade,0,0.0,,https://www.courtlistener.com/opinion/10404761/mitsubishi-power-americas-inc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Mitsubishi Power Americas, Inc.",United States,5.0,1.0
"Honeywell International, Inc. v. OPTO Electronics Co., Ltd. (4th Cir. 2025)",23-1850,2025-04-29,Court of Appeals for the Fourth Circuit,1,859741.0,,https://www.courtlistener.com/opinion/10424121/honeywell-international-inc-v-opto-electronics-co-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,"Honeywell International, Inc.","OPTO Electronics Co., Ltd.",7.0,5.0
"Meghan Mcsorley, V. The Everett Clinic (Wash. Ct. App. 2025)",86325-8,2025-04-28,Court of Appeals of Washington,0,0.0,1.0,https://www.courtlistener.com/opinion/10391067/meghan-mcsorley-v-the-everett-clinic/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,,,,
Qualcomm Incorporated v. Apple Inc. (Fed. Cir. 2025),23-1208,2025-04-23,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10382636/qualcomm-incorporated-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10,2025,1,Qualcomm Incorporated,Apple Inc.,10.0,9.0
"Cercacor Laboratories, Inc. v. Metronom Health, Inc. (Del. Super. Ct. 2025)",N23C-05-200 PRW CCLD,2025-04-23,Superior Court of Delaware,1,400000.0,,https://www.courtlistener.com/opinion/10385194/cercacor-laboratories-inc-v-metronom-health-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"Cercacor Laboratories, Inc.","Metronom Health, Inc.",5.0,5.0
"Norwich Pharmaceuticals, Inc. v. Becerra (D.D.C. 2025)",Civil Action No. 2025-0091,2025-04-18,"District Court, District of Columbia",0,0.0,0.0,https://www.courtlistener.com/opinion/10381284/norwich-pharmaceuticals-inc-v-becerra/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"Norwich Pharmaceuticals, Inc.",Becerra,5.0,1.0
"Recentive Analytics, Inc. v. Fox Corp. (Fed. Cir. 2025)",23-2437,2025-04-18,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10381132/recentive-analytics-inc-v-fox-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"Recentive Analytics, Inc.",Fox Corp.,5.0,5.0
"Sage Products, LLC v. Stewart (Fed. Cir. 2025)",23-1603,2025-04-15,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10378731/sage-products-llc-v-stewart/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"Sage Products, LLC",Stewart,5.0,1.0
MILLS v. FUHRMANN (Okla. Civ. App. 2025),122014,2025-04-11,Court of Civil Appeals of Oklahoma,0,0.0,1.0,https://www.courtlistener.com/opinion/10676748/mills-v-fuhrmann/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,MILLS,FUHRMANN,1.0,1.0
"In Re SAP AMERICA, INC. (Fed. Cir. 2025)",25-118,2025-04-10,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10376232/in-re-sap-america-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,,,,
Heritage Alliance v. American Policy Roundtable (Fed. Cir. 2025),24-1155,2025-04-09,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10376239/heritage-alliance-v-american-policy-roundtable/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,Heritage Alliance,American Policy Roundtable,1.0,1.0
"Azurity Pharmaceuticals, Inc. v. Alkem Laboratories Ltd. (Fed. Cir. 2025)",23-1977,2025-04-08,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10376242/azurity-pharmaceuticals-inc-v-alkem-laboratories-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"Azurity Pharmaceuticals, Inc.",Alkem Laboratories Ltd.,5.0,5.0
"DivX, LLC v. Harman Intl. Indus., Inc. (N.Y. App. Div. 2025)",Index No. 656816/21; Appeal No. 4076; Case No. 2024-05053,2025-04-08,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/10579693/divx-llc-v-harman-intl-indus-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"DivX, LLC","Harman Intl. Indus., Inc.",5.0,5.0
"Impact Technology Licensing , LLC, and Boston Technology Consultants Group, Inc. (d/B/A Impact Technology Development) v. Barry-Wehmiller Companies, Inc.; Carr Biosystems, LLC; Pneumatic Scale corp.(d/B/A ""pneumatic Scale Angelus Corp.""); \ (Mass. Super. Ct. 2025)",@2484CV03350-BLS2,2025-04-08,Massachusetts Superior Court,0,0.0,0.0,https://www.courtlistener.com/opinion/10642692/impact-technology-licensing-llc-and-boston-technology-consultants-group/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,"Impact Technology Licensing , LLC, and Boston Technology Consultants Group, Inc. (d/B/A Impact Technology Development)","Barry-Wehmiller Companies, Inc.; Carr Biosystems, LLC; Pneumatic Scale corp.",7.0,5.0
MAIMON v. United States (Fed. Cl. 2025),24-1832,2025-04-03,United States Court of Federal Claims,0,0.0,1.0,https://www.courtlistener.com/opinion/10373069/maimon-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,MAIMON,United States,1.0,1.0
In Re FOREST (Fed. Cir. 2025),23-1178,2025-04-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10372079/in-re-forest/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,,,,
"Curadev Pharma PVT. LTD. and Curadev Pharma Limited v. the University of Texas Southwestern Medical Center, Dr. Xiaochen Bai, and Dr. Xuewu Zhang (Tex. App.-Houston [15th Dist.] 2025)",15-25-00004-CV,2025-03-31,"Texas Court of Appeals, 15th District",1,12500000.0,1.0,https://www.courtlistener.com/opinion/10373547/curadev-pharma-pvt-ltd-and-curadev-pharma-limited-v-the-university-of/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,Curadev Pharma PVT. LTD. and Curadev Pharma Limited,"the University of Texas Southwestern Medical Center, Dr. Xiaochen Bai, and Dr. Xuewu Zhang",5.0,1.0
Bigfoot Ventures Limited v. Knighton (9th Cir. 2025),23-2940,2025-03-28,Court of Appeals for the Ninth Circuit,1,4506000.0,1.0,https://www.courtlistener.com/opinion/10366585/bigfoot-ventures-limited-v-knighton/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,Bigfoot Ventures Limited,Knighton,1.0,1.0
United States v. Koehler Oberkirch GmbH (Ct. Intl. Trade 2025),24-00014,2025-03-27,United States Court of International Trade,0,0.0,1.0,https://www.courtlistener.com/opinion/10365452/united-states-v-koehler-oberkirch-gmbh/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,United States,Koehler Oberkirch GmbH,1.0,5.0
In Re RIGGS (Fed. Cir. 2025),22-1945,2025-03-24,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10362539/in-re-riggs/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,,,,
Maquet Cardiovascular LLC v. Abiomed Inc. (Fed. Cir. 2025),23-2045,2025-03-21,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10360838/maquet-cardiovascular-llc-v-abiomed-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=11,2025,1,Maquet Cardiovascular LLC,Abiomed Inc.,5.0,5.0
"Actavis Laboratories Fl, Inc. v. United States (Fed. Cir. 2025)",23-1320,2025-03-21,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10360911/actavis-laboratories-fl-inc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,"Actavis Laboratories Fl, Inc.",United States,5.0,1.0
"Siluria (Assignment for the Benefit of Creditors), LLC v. Lummus Technology LLC (Tex. App.-Beaumont 2025)",09-23-00127-CV,2025-03-20,"Texas Court of Appeals, 9th District (Beaumont)",1,1495493.1,1.0,https://www.courtlistener.com/opinion/10360753/siluria-assignment-for-the-benefit-of-creditors-llc-v-lummus-technology/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,"Siluria (Assignment for the Benefit of Creditors), LLC",Lummus Technology LLC,5.0,5.0
"McKenzie County, ND v. United States (8th Cir. 2025)",24-1177,2025-03-20,Court of Appeals for the Eighth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10360452/mckenzie-county-nd-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,"McKenzie County, ND",United States,5.0,1.0
Twardy v. Ocwen Financial Corporation (D.D.C. 2025),Civil Action No. 2024-1200,2025-03-19,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10358300/twardy-v-ocwen-financial-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,Twardy,Ocwen Financial Corporation,1.0,5.0
"CBHIV LLC, and Sugar Dunes Owners Association, Inc. v. Walton County, Florida, a Political Subdivision of the State of Florida, And (Fla. Dist. Ct. App. 2025)",1D2022-1996,2025-03-19,District Court of Appeal of Florida,0,0.0,1.0,https://www.courtlistener.com/opinion/10357911/cbhiv-llc-and-sugar-dunes-owners-association-inc-v-walton-county/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,"CBHIV LLC, and Sugar Dunes Owners Association, Inc.","Walton County, Florida, a Political Subdivision of the State of Florida, And",5.0,5.0
"Regeneron Pharmaceuticals, Inc. v. Mylan Pharmaceuticals Inc. (Fed. Cir. 2025)",24-2351,2025-03-14,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10356518/regeneron-pharmaceuticals-inc-v-mylan-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,"Regeneron Pharmaceuticals, Inc.",Mylan Pharmaceuticals Inc.,5.0,5.0
"Merck Sharp & Dohme B v. v. Aurobindo Pharma USA, Inc. (Fed. Cir. 2025)",23-2254,2025-03-13,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10356112/merck-sharp-dohme-b-v-v-aurobindo-pharma-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,Merck Sharp & Dohme B,"v. Aurobindo Pharma USA, Inc.",1.0,5.0
"In Re XENCOR, INC. (Fed. Cir. 2025)",24-1870,2025-03-13,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10356071/in-re-xencor-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,,,,
"Iqris Technologies LLC v. Point Blank Enterprises, Inc. (Fed. Cir. 2025)",23-2062,2025-03-07,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10352048/iqris-technologies-llc-v-point-blank-enterprises-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,Iqris Technologies LLC,"Point Blank Enterprises, Inc.",5.0,5.0
Sunrez Corporation v. United States (Fed. Cl. 2025),21-568,2025-03-07,United States Court of Federal Claims,0,0.0,,https://www.courtlistener.com/opinion/10352145/sunrez-corporation-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,Sunrez Corporation,United States,5.0,1.0
"Alivecor, Inc. v. Apple Inc. (Fed. Cir. 2025)",23-1512,2025-03-07,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10352050/alivecor-inc-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,"Alivecor, Inc.",Apple Inc.,5.0,9.0
Science Applications International Corp. v. United States (Fed. Cl. 2025),17-825,2025-03-07,United States Court of Federal Claims,0,0.0,0.0,https://www.courtlistener.com/opinion/10352252/science-applications-international-corp-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=12,2026,1,Science Applications International Corp.,United States,7.0,1.0
