case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year,marked,plaintiff,defendant,plaintiff_size,defendant_size
"Momocon, LLC v. Small Business Administration (D.D.C. 2023)",Civil Action No. 2021-2386,2023-12-22,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/9454960/momocon-llc-v-small-business-administration/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,"Momocon, LLC",Small Business Administration,5.0,1.0
"Vulcan Lands, Inc. v. Victoria Older Currier (Cal. Ct. App. 2023)",D082234,2023-12-21,California Court of Appeal,0,0.0,1.0,https://www.courtlistener.com/opinion/9454378/vulcan-lands-inc-v-victoria-older-currier/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,"Vulcan Lands, Inc.",Victoria Older Currier,5.0,1.0
"Greenwood Gaming, Aplts. v. Dept. of Rev. (Pa. 2023)",76 MAP 2021,2023-12-19,Supreme Court of Pennsylvania,0,0.0,,https://www.courtlistener.com/opinion/9453363/greenwood-gaming-aplts-v-dept-of-rev/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,"Greenwood Gaming, Aplts.",Dept. of Rev.,1.0,1.0
"Rwanda Social Security Board v. L.E.A.F. Pharmaceuticals, LLC (Del. Ch. 2023)",C.A. No. 2022-0987-BWD,2023-12-08,Court of Chancery of Delaware,0,0.0,,https://www.courtlistener.com/opinion/9450424/rwanda-social-security-board-v-leaf-pharmaceuticals-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Rwanda Social Security Board,"L.E.A.F. Pharmaceuticals, LLC",1.0,5.0
H. Lundbeck A/S v. Lupin Ltd. (Fed. Cir. 2023),22-1194,2023-12-07,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9450066/h-lundbeck-as-v-lupin-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,H. Lundbeck A/S,Lupin Ltd.,1.0,5.0
Benjamin Kohn v. State Bar of California (9th Cir. 2023),20-17316,2023-12-06,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9449720/benjamin-kohn-v-state-bar-of-california/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Benjamin Kohn,State Bar of California,1.0,1.0
Vlsi Technology LLC v. Intel Corporation (Fed. Cir. 2023),22-1906,2023-12-04,Court of Appeals for the Federal Circuit,1,1500000000.0,1.0,https://www.courtlistener.com/opinion/9448703/vlsi-technology-llc-v-intel-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Vlsi Technology LLC,Intel Corporation,5.0,10.0
"Marshall v. PricewaterhouseCoopers, LLP (Or. 2023)",S069442,2023-11-28,Oregon Supreme Court,1,2000000.0,0.0,https://www.courtlistener.com/opinion/9447194/marshall-v-pricewaterhousecoopers-llp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Marshall,"PricewaterhouseCoopers, LLP",1.0,5.0
Goodluck India Ltd. v. United States (Ct. Intl. Trade 2023),22-00024,2023-11-21,United States Court of International Trade,0,0.0,1.0,https://www.courtlistener.com/opinion/9443319/goodluck-india-ltd-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Goodluck India Ltd.,United States,5.0,1.0
"Vernon Fiehler v. T. Anthony Mecklenburg, Catherine Mecklenburg, State of Alaska, City & Borough of Juneau, and Wells Fargo Bank, N.A. (Alaska 2023)",S18208,2023-11-17,Alaska Supreme Court,0,0.0,0.0,https://www.courtlistener.com/opinion/9442047/vernon-fiehler-v-t-anthony-mecklenburg-catherine-mecklenburg-state-of/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Vernon Fiehler,"T. Anthony Mecklenburg, Catherine Mecklenburg, State of Alaska, City & Borough of Juneau, and Wells Fargo Bank, N.A.",1.0,1.0
"Medtronic, Inc. v. Teleflex Life Sciences Limited (Fed. Cir. 2023)",22-1721,2023-11-16,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9441392/medtronic-inc-v-teleflex-life-sciences-limited/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,"Medtronic, Inc.",Teleflex Life Sciences Limited,5.0,1.0
United States v. Mustafa Deville Reynolds (6th Cir. 2023),22-1431,2023-11-09,Court of Appeals for the Sixth Circuit,1,85.0,,https://www.courtlistener.com/opinion/9438527/united-states-v-mustafa-deville-reynolds/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,United States,Mustafa Deville Reynolds,1.0,1.0
Kim v. American Honda Motor (5th Cir. 2023),22-40790,2023-11-07,Court of Appeals for the Fifth Circuit,1,21430808.74,1.0,https://www.courtlistener.com/opinion/9437892/kim-v-american-honda-motor/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Kim,American Honda Motor,1.0,1.0
"Allgenesis Biotherapeutics Inc. v. Cloudbreak Therapeutics, LLC (Fed. Cir. 2023)",22-1706,2023-11-07,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9437678/allgenesis-biotherapeutics-inc-v-cloudbreak-therapeutics-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Allgenesis Biotherapeutics Inc.,"Cloudbreak Therapeutics, LLC",5.0,5.0
Bayer Cropscience LP v. Corteva Inc. (Del. Super. Ct. 2023),N22C-07-168 SKR CCLD,2023-11-06,Superior Court of Delaware,0,0.0,,https://www.courtlistener.com/opinion/9438280/bayer-cropscience-lp-v-corteva-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Bayer Cropscience LP,Corteva Inc.,5.0,5.0
Actelion Pharmaceuticals Ltd v. Mylan Pharmaceuticals Inc. (Fed. Cir. 2023),22-1889,2023-11-06,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9437384/actelion-pharmaceuticals-ltd-v-mylan-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=25,2025,1,Actelion Pharmaceuticals Ltd,Mylan Pharmaceuticals Inc.,5.0,5.0
In Re PERSONALWEB TECHNOLOGIES LLC (Fed. Cir. 2023),21-1858,2023-11-03,Court of Appeals for the Federal Circuit,1,5480712.35,0.0,https://www.courtlistener.com/opinion/9437066/in-re-personalweb-technologies-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,,,,
Malvern Panalytical Inc. v. Ta Instruments-Waters LLC (Fed. Cir. 2023),22-1439,2023-11-01,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9436497/malvern-panalytical-inc-v-ta-instruments-waters-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Malvern Panalytical Inc.,Ta Instruments-Waters LLC,5.0,5.0
"Norwich Pharmaceuticals, Inc. v. Becerra (D.D.C. 2023)",Civil Action No. 2023-1611,2023-11-01,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/9436498/norwich-pharmaceuticals-inc-v-becerra/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,"Norwich Pharmaceuticals, Inc.",Becerra,5.0,1.0
"Netflix, Inc. v. Divx, LLC (Fed. Cir. 2023)",22-1203,2023-10-25,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9435057/netflix-inc-v-divx-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,"Netflix, Inc.","Divx, LLC",5.0,5.0
"Cyntec Company, Ltd. v. Chilisin Electronics Corp. (Fed. Cir. 2023)",22-1873,2023-10-16,Court of Appeals for the Federal Circuit,1,1978933.76,1.0,https://www.courtlistener.com/opinion/9432973/cyntec-company-ltd-v-chilisin-electronics-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,"Cyntec Company, Ltd.",Chilisin Electronics Corp.,5.0,5.0
"Corephotonics, Ltd. v. Apple Inc. (Fed. Cir. 2023)",22-1340,2023-10-16,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9432958/corephotonics-ltd-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,"Corephotonics, Ltd.",Apple Inc.,5.0,5.0
"Finjan LLC v. Sonicwall, Inc. (Fed. Cir. 2023)",22-1048,2023-10-13,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9432724/finjan-llc-v-sonicwall-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Finjan LLC,"Sonicwall, Inc.",5.0,5.0
"Schwendimann v. Neenah, Inc. (Fed. Cir. 2023)",22-1333,2023-10-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9431225/schwendimann-v-neenah-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Schwendimann,"Neenah, Inc.",1.0,5.0
"Sisvel International S.A. v. Sierra Wireless, Ulc (Fed. Cir. 2023)",22-1493,2023-10-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9431223/sisvel-international-sa-v-sierra-wireless-ulc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Sisvel International S.A.,"Sierra Wireless, Ulc",7.0,3.0
Carmichael v. Balke (5th Cir. 2023),22-20430,2023-10-06,Court of Appeals for the Fifth Circuit,1,2068789.81,1.0,https://www.courtlistener.com/opinion/9431429/carmichael-v-balke/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Carmichael,Balke,1.0,1.0
In Re Straight Path Communications Inc. Consol. Stockholder Litigation (Del. Ch. 2023),CA No. 2017-0486-SG,2023-10-03,Court of Chancery of Delaware,1,15848747.3,1.0,https://www.courtlistener.com/opinion/9429744/in-re-straight-path-communications-inc-consol-stockholder-litigation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,,,,
"Elekta Limited v. Zap Surgical Systems, Inc. (Fed. Cir. 2023)",21-1985,2023-09-21,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9427507/elekta-limited-v-zap-surgical-systems-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Elekta Limited,"Zap Surgical Systems, Inc.",1.0,5.0
"Baxalta Incorporated v. Genentech, Inc. (Fed. Cir. 2023)",22-1461,2023-09-20,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9427193/baxalta-incorporated-v-genentech-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=26,2023,0,Baxalta Incorporated,"Genentech, Inc.",5.0,5.0
"Columbia Sportswear North America, Inc. v. Seirus Innovative Accessories, Inc. (Fed. Cir. 2023)",12-1162,2023-09-15,Court of Appeals for the Federal Circuit,1,3188951.8,0.0,https://www.courtlistener.com/opinion/9426495/columbia-sportswear-north-america-inc-v-seirus-innovative-accessories/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"Columbia Sportswear North America, Inc.","Seirus Innovative Accessories, Inc.",5.0,5.0
Impossible Foods Inc. v. Impossible X LLC (9th Cir. 2023),21-16977,2023-09-12,Court of Appeals for the Ninth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9425602/impossible-foods-inc-v-impossible-x-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Impossible Foods Inc.,Impossible X LLC,5.0,5.0
"Grubhub, Inc. v. Relish Labs LLC (7th Cir. 2023)",22-1950,2023-09-12,Court of Appeals for the Seventh Circuit,1,475462419.02,,https://www.courtlistener.com/opinion/9425579/grubhub-inc-v-relish-labs-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"Grubhub, Inc.",Relish Labs LLC,5.0,5.0
"TBL Licensing LLC, f/k/a the Timberland Co.Subsid v. Werfel (1st Cir. 2023)",22-1783,2023-09-08,Court of Appeals for the First Circuit,0,0.0,,https://www.courtlistener.com/opinion/9425293/tbl-licensing-llc-fka-the-timberland-cosubsid-v-werfel/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"TBL Licensing LLC, f/k/a the Timberland Co.Subsid",Werfel,5.0,1.0
Sopkin v. Lopatto (D.D.C. 2023),Civil Action No. 2022-3300,2023-09-08,"District Court, District of Columbia",1,66410.73,1.0,https://www.courtlistener.com/opinion/9425318/sopkin-v-lopatto/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Sopkin,Lopatto,1.0,1.0
Pim Brands Inc v. Haribo of America Inc (3rd Cir. 2023),22-2821,2023-09-07,Court of Appeals for the Third Circuit,0,0.0,,https://www.courtlistener.com/opinion/9425084/pim-brands-inc-v-haribo-of-america-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Pim Brands Inc,Haribo of America Inc,5.0,5.0
"Sisvel International S.A. v. Sierra Wireless, Inc. (Fed. Cir. 2023)",22-1387,2023-09-01,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425848/sisvel-international-sa-v-sierra-wireless-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Sisvel International S.A.,"Sierra Wireless, Inc.",7.0,5.0
"Sorrento Therapeutics, Inc. v. Anthony Mack (Del. Ch. 2023)",C.A. No. 2021-0210-PAF,2023-09-01,Court of Chancery of Delaware,1,158487473.01,,https://www.courtlistener.com/opinion/9424261/sorrento-therapeutics-inc-v-anthony-mack/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"Sorrento Therapeutics, Inc.",Anthony Mack,5.0,1.0
"Intermec IP Corp. v. Transcore, LP (Del. Super. Ct. 2023)",N20C-03-254 PRW CCLD,2023-08-31,Superior Court of Delaware,1,1731717.6,1.0,https://www.courtlistener.com/opinion/9424121/intermec-ip-corp-v-transcore-lp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Intermec IP Corp.,"Transcore, LP",5.0,5.0
Marsh v. Atkins (Ariz. Ct. App. 2023),1 CA-CV 22-0555,2023-08-31,Court of Appeals of Arizona,0,0.0,1.0,https://www.courtlistener.com/opinion/9423847/marsh-v-atkins/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Marsh,Atkins,1.0,1.0
James K McConnell v. Martha A Doan (Ind. Ct. App. 2023),23A-CT-00145,2023-08-29,Indiana Court of Appeals,0,0.0,,https://www.courtlistener.com/opinion/9439475/james-k-mcconnell-v-martha-a-doan/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,James K McConnell,Martha A Doan,5.0,1.0
"In Re CELLECT, LLC (Fed. Cir. 2023)",22-1293,2023-08-28,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425855/in-re-cellect-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,,,,
FTC v. Endo Pharmaceuticals Inc. (D.C. Cir. 2023),22-5137,2023-08-25,Court of Appeals for the D.C. Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9422592/ftc-v-endo-pharmaceuticals-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,FTC,Endo Pharmaceuticals Inc.,1.0,5.0
"Volvo Penta of the Americas, LLC v. Brunswick Corporation (Fed. Cir. 2023)",22-1765,2023-08-24,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9425859/volvo-penta-of-the-americas-llc-v-brunswick-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"Volvo Penta of the Americas, LLC",Brunswick Corporation,5.0,5.0
"ONCO Filtration, Inc. v. Pedestal SVN Investments, LLC (Tex. App.-Fort Worth 2023)",02-23-00028-CV,2023-08-17,"Texas Court of Appeals, 2nd District (Fort Worth)",0,0.0,,https://www.courtlistener.com/opinion/9421400/onco-filtration-inc-v-pedestal-svn-investments-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"ONCO Filtration, Inc.","Pedestal SVN Investments, LLC",5.0,5.0
"Smartflash, LLC v. U.S. Patent and Trademark Office (D.D.C. 2023)",Civil Action No. 2022-1123,2023-08-17,"District Court, District of Columbia",1,528.29,,https://www.courtlistener.com/opinion/9421032/smartflash-llc-v-us-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,"Smartflash, LLC",U.S. Patent and Trademark Office,5.0,1.0
"Incept LLC v. Palette Life Sciences, Inc. (Fed. Cir. 2023)",21-2063,2023-08-16,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425888/incept-llc-v-palette-life-sciences-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=27,2023,0,Incept LLC,"Palette Life Sciences, Inc.",5.0,5.0
"Rembrandt Diagnostics, Lp v. Alere, Inc. (Fed. Cir. 2023)",21-1796,2023-08-11,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9425903/rembrandt-diagnostics-lp-v-alere-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,"Rembrandt Diagnostics, Lp","Alere, Inc.",5.0,5.0
Promise Easy Limited v. Chulso Moon (Del. Ch. 2023),C.A. No. 12438-CM,2023-08-10,Court of Chancery of Delaware,1,2099069.97,,https://www.courtlistener.com/opinion/9419579/promise-easy-limited-v-chulso-moon/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,Promise Easy Limited,Chulso Moon,1.0,1.0
"FMC Technologies, Inc. v. Richard Murphy and Dril-Quip, Inc. (Tex. App.-Houston [1st Dist.] 2023)",01-21-00455-CV,2023-08-10,"Texas Court of Appeals, 1st District (Houston)",1,2113166.31,,https://www.courtlistener.com/opinion/9420054/fmc-technologies-inc-v-richard-murphy-and-dril-quip-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,"FMC Technologies, Inc.","Richard Murphy and Dril-Quip, Inc.",5.0,5.0
Metabyte v. Technicolor S.A. (Cal. Ct. App. 2023),B319338,2023-08-09,California Court of Appeal,1,16905330.45,,https://www.courtlistener.com/opinion/9419263/metabyte-v-technicolor-sa/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,Metabyte,Technicolor S.A.,1.0,5.0
"Axonics, Inc. v. Medtronic, Inc. (Fed. Cir. 2023)",22-1532,2023-08-07,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9418395/axonics-inc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,"Axonics, Inc.","Medtronic, Inc.",5.0,5.0
Johnson v. United States (Fed. Cir. 2023),22-1399,2023-08-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9417915/johnson-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,Johnson,United States,1.0,1.0
Mylan Inc v. Commissioner of Internal Reven (3rd Cir. 2023),22-1193,2023-07-27,Court of Appeals for the Third Circuit,1,48770191.0,0.0,https://www.courtlistener.com/opinion/9416203/mylan-inc-v-commissioner-of-internal-reven/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,Mylan Inc,Commissioner of Internal Reven,5.0,5.0
"United Therapeutics Corporation v. Liquidia Technologies, Inc. (Fed. Cir. 2023)",22-2217,2023-07-24,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9415296/united-therapeutics-corporation-v-liquidia-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,United Therapeutics Corporation,"Liquidia Technologies, Inc.",5.0,5.0
"Chilutti, S. v. Uber Technologies, Inc. (Pa. Super. Ct. 2023)",1023 EDA 2021,2023-07-19,Superior Court of Pennsylvania,0,0.0,1.0,https://www.courtlistener.com/opinion/10317162/chilutti-s-v-uber-technologies-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,"Chilutti, S.","Uber Technologies, Inc.",1.0,5.0
Marlene Esther Blink v. Russell Peter Blink (Tex. App.-Dallas 2023),05-22-00513-CV,2023-07-18,"Texas Court of Appeals, 5th District (Dallas)",1,42263.33,0.0,https://www.courtlistener.com/opinion/9417554/marlene-esther-blink-v-russell-peter-blink/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,Marlene Esther Blink,Russell Peter Blink,1.0,1.0
United States v. Yi-Chi Shih (9th Cir. 2023),20-50144,2023-07-18,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9414070/united-states-v-yi-chi-shih/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,United States,Yi-Chi Shih,1.0,1.0
"Trinity Info Media, LLC v. Covalent, Inc. (Fed. Cir. 2023)",22-1308,2023-07-14,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9414574/trinity-info-media-llc-v-covalent-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,"Trinity Info Media, LLC","Covalent, Inc.",5.0,5.0
Snipr Technologies Limited v. Rockefeller University (Fed. Cir. 2023),22-1260,2023-07-14,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/9414576/snipr-technologies-limited-v-rockefeller-university/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,Snipr Technologies Limited,Rockefeller University,5.0,4.0
"Smash Franchise Partners, LLC v. Kanda Holdings, Inc. (Del. Ch. 2023)",C.A. No. 2020-0302-JTL,2023-07-14,Court of Chancery of Delaware,1,3621006.62,,https://www.courtlistener.com/opinion/9413468/smash-franchise-partners-llc-v-kanda-holdings-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=28,2023,0,"Smash Franchise Partners, LLC","Kanda Holdings, Inc.",5.0,7.0
"US Inventor, Inc. v. United States Patent and Trademark Office (D.D.C. 2023)",Civil Action No. 2022-2218,2023-07-12,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/9412850/us-inventor-inc-v-united-states-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"US Inventor, Inc.",United States Patent and Trademark Office,5.0,1.0
"In Re FLOAT""N""GRILL LLC (Fed. Cir. 2023)",22-1438,2023-07-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9412817/in-re-floatngrill-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,,,,
"Axonics, Inc. v. Medtronic, Inc. (Fed. Cir. 2023)",22-1451,2023-07-10,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/9412330/axonics-inc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"Axonics, Inc.","Medtronic, Inc.",5.0,5.0
"Inguran, LLC v. Abs Global, Inc. (Fed. Cir. 2023)",22-1385,2023-07-05,Court of Appeals for the Federal Circuit,1,792437.37,1.0,https://www.courtlistener.com/opinion/9411735/inguran-llc-v-abs-global-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"Inguran, LLC","Abs Global, Inc.",5.0,5.0
"Todd Mortier v. LivaNova USA, Inc. (8th Cir. 2023)",22-2125,2023-06-29,Court of Appeals for the Eighth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9410331/todd-mortier-v-livanova-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,Todd Mortier,"LivaNova USA, Inc.",1.0,5.0
"Abitron Austria GmbH v. Hetronic Int'l, Inc. (2023)",21-1043,2023-06-29,Supreme Court of the United States,1,101431982.72,,https://www.courtlistener.com/opinion/10049659/abitron-austria-gmbh-v-hetronic-intl-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,Abitron Austria GmbH,"Hetronic Int'l, Inc.",5.0,5.0
"CEATS, Inc. v. TicketNetwork, Inc. (5th Cir. 2023)",22-40028,2023-06-19,Court of Appeals for the Fifth Circuit,1,104.6,1.0,https://www.courtlistener.com/opinion/9407480/ceats-inc-v-ticketnetwork-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"CEATS, Inc.","TicketNetwork, Inc.",5.0,5.0
"Parus Holdings, Inc. v. Google LLC (Fed. Cir. 2023)",22-1269,2023-06-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9405771/parus-holdings-inc-v-google-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"Parus Holdings, Inc.",Google LLC,7.0,10.0
"Blue Gentian, LLC v. Tristar Products, Inc. (Fed. Cir. 2023)",21-2316,2023-06-09,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9405287/blue-gentian-llc-v-tristar-products-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"Blue Gentian, LLC","Tristar Products, Inc.",5.0,5.0
Yita LLC v. MacNeil Ip LLC (Fed. Cir. 2023),22-1373,2023-06-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9404272/yita-llc-v-macneil-ip-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,Yita LLC,MacNeil Ip LLC,5.0,5.0
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2357,2023-06-05,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9404033/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=29,2023,0,"Medtronic, Inc.",Teleflex Innovations S.A.R.L.,5.0,4.0
"Medtronic, Inc. v. Teleflex Innovations S.A.R.L. (Fed. Cir. 2023)",21-2359,2023-06-05,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/9404031/medtronic-inc-v-teleflex-innovations-sarl/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=30,2023,0,"Medtronic, Inc.",Teleflex Innovations S.A.R.L.,5.0,4.0
