case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year
"Atlantica, L.L.C. v. Salahuddin (Ohio Ct. App. 2024)",23AP-35,2024-12-10,Ohio Court of Appeals,0,0.0,1.0,https://www.courtlistener.com/opinion/10291253/atlantica-llc-v-salahuddin/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2026
"Ddr Holdings, LLC v. priceline.com LLC (Fed. Cir. 2024)",23-1176,2024-12-09,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10290263/ddr-holdings-llc-v-pricelinecom-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2026
"Galderma Laboratories, L.P. v. Lupin Inc. (Fed. Cir. 2024)",24-1664,2024-12-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10289425/galderma-laboratories-lp-v-lupin-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Mirror Worlds Technologies, LLC v. Meta Platforms, Inc. (Fed. Cir. 2024)",22-1600,2024-12-04,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10287676/mirror-worlds-technologies-llc-v-meta-platforms-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Cytiva Bioprocess R&D Ab v. Jsr Corp. (Fed. Cir. 2024),23-2074,2024-12-04,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10287756/cytiva-bioprocess-rd-ab-v-jsr-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Advanced Technology Systems Company v. United States (Fed. Cl. 2024),23-1000,2024-12-03,United States Court of Federal Claims,0,0.0,,https://www.courtlistener.com/opinion/10287159/advanced-technology-systems-company-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Van Loon v. TREA (5th Cir. 2024),23-50669,2024-11-26,Court of Appeals for the Fifth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10284289/van-loon-v-trea/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Smartflash, LLC v. U.S. Patent and Trademark Office (D.D.C. 2024)",Civil Action No. 2023-3237,2024-11-20,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10278200/smartflash-llc-v-us-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"In the Interest of B.G.J., a Child v. the State of Texas (Tex. App.-Eastland 2024)",11-23-00216-CV,2024-11-15,"Texas Court of Appeals, 11th District (Eastland)",0,0.0,1.0,https://www.courtlistener.com/opinion/10275164/in-the-interest-of-bgj-a-child-v-the-state-of-texas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Traxcell Technologies, LLC v. Verizon Wireless Personal Communications LP (Tex. App.-Waco 2024)",10-23-00081-CV,2024-11-14,"Texas Court of Appeals, 10th District (Waco)",1,489710.0,1.0,https://www.courtlistener.com/opinion/10274737/traxcell-technologies-llc-v-verizon-wireless-personal-communications-lp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"National Presto Ind., Inc. v. U.S. Merchants Fin. Grp., Inc. (8th Cir. 2024)",23-1493,2024-11-12,Court of Appeals for the Eighth Circuit,1,150000.0,0.0,https://www.courtlistener.com/opinion/10272598/national-presto-ind-inc-v-us-merchants-fin-grp-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Hawaii Conference Foundation v. Kamai-Kaaihue (Haw. App. 2024),CAAP-20-0000768,2024-11-12,Hawaii Intermediate Court of Appeals,1,1.0,,https://www.courtlistener.com/opinion/10272546/hawaii-conference-foundation-v-kamai-kaaihue/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Kress Stores of Puerto Rico, Inc. v. Wal-Mart Puerto Rico, Inc. (1st Cir. 2024)",23-1060,2024-11-12,Court of Appeals for the First Circuit,1,65000000.0,0.0,https://www.courtlistener.com/opinion/10272622/kress-stores-of-puerto-rico-inc-v-wal-mart-puerto-rico-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Commonwealth of Virginia, Department of Taxation v. FJ Management, Inc., d/b/a FJI, Inc. (Va. Ct. App. 2024)",0701232,2024-11-12,Court of Appeals of Virginia,0,0.0,1.0,https://www.courtlistener.com/opinion/10272400/commonwealth-of-virginia-department-of-taxation-v-fj-management-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Michael Stapleton Associates, Ltd v. United States (Fed. Cl. 2024)",22-573,2024-11-07,United States Court of Federal Claims,0,0.0,1.0,https://www.courtlistener.com/opinion/10267133/michael-stapleton-associates-ltd-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Giesecke & Devrient Gmbh v. United States (Fed. Cl. 2024),17-1812,2024-11-07,United States Court of Federal Claims,0,0.0,,https://www.courtlistener.com/opinion/10267135/giesecke-devrient-gmbh-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Alafi v. Cohen (Cal. Ct. App. 2024),H050485,2024-10-25,California Court of Appeal,1,20000000.0,0.0,https://www.courtlistener.com/opinion/10161731/alafi-v-cohen/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
"Nexstep, Inc. v. Comcast Cable Communications, LLC (Fed. Cir. 2024)",22-1815,2024-10-24,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10160668/nexstep-inc-v-comcast-cable-communications-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15,2025
Cpc Patent Technologies Pty Ltd. v. Apple Inc. (9th Cir. 2024),23-3449,2024-10-24,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10160745/cpc-patent-technologies-pty-ltd-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Telefonaktiebolaget Lm Ericsson v. Lenovo (United States), Inc. (Fed. Cir. 2024)",24-1515,2024-10-24,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10160611/telefonaktiebolaget-lm-ericsson-v-lenovo-united-states-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Havana Docks Corporation v. Royal Caribbean Cruises, Ltd. (11th Cir. 2024)",23-10171,2024-10-22,Court of Appeals for the Eleventh Circuit,1,8684000.0,1.0,https://www.courtlistener.com/opinion/10151295/havana-docks-corporation-v-royal-caribbean-cruises-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"In Re Verizon Wireless Personal Communications, LP v. the State of Texas (Tex. App.-Waco 2024)",10-24-00074-CV,2024-10-22,"Texas Court of Appeals, 10th District (Waco)",0,0.0,0.0,https://www.courtlistener.com/opinion/10161231/in-re-verizon-wireless-personal-communications-lp-v-the-state-of-texas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Fuel Automation v. Energera (10th Cir. 2024),23-1123,2024-10-21,Court of Appeals for the Tenth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10146032/fuel-automation-v-energera/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Gulf View Private Investment, Inc. F/K/A Whitesell International, Inc., Neil Whitesell, Vincent Costantino, Adam Arters, Innova Aerospace Service & Support, LLC and Sierra Industries, LLC (Cross-Appellees) v. GC System, A.S.(Cross-Appellant) (Tex. App.-San Antonio 2024)",04-23-00100-CV,2024-10-16,"Texas Court of Appeals, 4th District (San Antonio)",1,4035511.0,1.0,https://www.courtlistener.com/opinion/10149923/gulf-view-private-investment-inc-fka-whitesell-international-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Bacardi & Company Limited v. Empresa Cubana Exportadora De Alimentos Y Productos Varios (D.D.C. 2024),Civil Action No. 2004-0519,2024-10-15,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/10143431/bacardi-company-limited-v-empresa-cubana-exportadora-de-alimentos-y/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Novartis Pharmaceuticals Corporation v. Becerra (D.D.C. 2024),Civil Action No. 2024-2234,2024-10-15,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10143294/novartis-pharmaceuticals-corporation-v-becerra/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Cozy Comfort Co. v. United States (Ct. Intl. Trade 2024),22-00173,2024-10-15,United States Court of International Trade,0,0.0,,https://www.courtlistener.com/opinion/10143437/cozy-comfort-co-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Alexsam, Inc. v. Aetna, Inc. (Fed. Cir. 2024)",22-2036,2024-10-08,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10131587/alexsam-inc-v-aetna-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Ibanez v. Texas A&M (5th Cir. 2024),23-40564,2024-10-08,Court of Appeals for the Fifth Circuit,0,0.0,,https://www.courtlistener.com/opinion/10131690/ibanez-v-texas-am/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Glock, Inc. v. United States (Ct. Intl. Trade 2024)",23-00046,2024-10-04,United States Court of International Trade,0,0.0,1.0,https://www.courtlistener.com/opinion/10130338/glock-inc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Ex parte Jackson Hospital & Clinic, Inc. PETITION FOR WRIT OF MANDAMUS (In re: Theresa Johnson, individually and as of the Estate of Nathaniel Johnson v. Jackson Hospital & Clinic, Inc.) (Montgomery Circuit Court: CV-21-900980). (Ala. 2024)",SC-2023-0601,2024-10-04,Supreme Court of Alabama,0,0.0,1.0,https://www.courtlistener.com/opinion/10130159/ex-parte-jackson-hospital-clinic-inc-petition-for-writ-of-mandamus-in/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Provisur Technologies, Inc. v. Weber, Inc. (Fed. Cir. 2024)",23-1438,2024-10-02,Court of Appeals for the Federal Circuit,1,3013068.0,0.0,https://www.courtlistener.com/opinion/10128616/provisur-technologies-inc-v-weber-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Khatri v. Ohio State Univ. (Ohio Ct. App. 2024),24AP-101,2024-09-26,Ohio Court of Appeals,0,0.0,1.0,https://www.courtlistener.com/opinion/10276583/khatri-v-ohio-state-univ/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"US Inventor, Inc. v. United States Patent and Trademark Office (D.D.C. 2024)",Civil Action No. 2021-2893,2024-09-25,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10124878/us-inventor-inc-v-united-states-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Sopkin v. Lopatto (D.D.C. 2024),Civil Action No. 2024-0743,2024-09-19,"District Court, District of Columbia",1,11963416.0,1.0,https://www.courtlistener.com/opinion/10121636/sopkin-v-lopatto/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Astellas Pharma, Inc. v. Sandoz Inc. (Fed. Cir. 2024)",23-2032,2024-09-18,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10120521/astellas-pharma-inc-v-sandoz-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Astellas Pharma, Inc. v. Sandoz Inc. (Fed. Cir. 2024)",23-2032,2024-09-18,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10126928/astellas-pharma-inc-v-sandoz-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
Corteva Agriscience LLC v. Monsanto Company (Del. Super. Ct. 2024),N22C-10-293 PRW CCLD,2024-09-16,Superior Court of Delaware,0,0.0,1.0,https://www.courtlistener.com/opinion/10118594/corteva-agriscience-llc-v-monsanto-company/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16,2025
"Vascular Solutions LLC v. Medtronic, Inc. (Fed. Cir. 2024)",24-1398,2024-09-16,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10126933/vascular-solutions-llc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Vascular Solutions LLC v. Medtronic, Inc. (Fed. Cir. 2024)",24-1398,2024-09-16,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10118557/vascular-solutions-llc-v-medtronic-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Contour Ip Holding LLC v. Gopro, Inc. (Fed. Cir. 2024)",22-1654,2024-09-09,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10126960/contour-ip-holding-llc-v-gopro-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Contour Ip Holding LLC v. Gopro, Inc. (Fed. Cir. 2024)",22-1654,2024-09-09,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10108776/contour-ip-holding-llc-v-gopro-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Parkervision, Inc. v. Qualcomm Incorporated (Fed. Cir. 2024)",22-1755,2024-09-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10126963/parkervision-inc-v-qualcomm-incorporated/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Parkervision, Inc. v. Qualcomm Incorporated (Fed. Cir. 2024)",22-1755,2024-09-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10106309/parkervision-inc-v-qualcomm-incorporated/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Osseo Imaging, LLC v. Planmeca USA Inc. (Fed. Cir. 2024)",23-1627,2024-09-04,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10104157/osseo-imaging-llc-v-planmeca-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Osseo Imaging, LLC v. Planmeca USA Inc. (Fed. Cir. 2024)",23-1627,2024-09-04,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10126976/osseo-imaging-llc-v-planmeca-usa-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Broadband Itv, Inc. v. amazon.com, Inc. (Fed. Cir. 2024)",23-1107,2024-09-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10102958/broadband-itv-inc-v-amazoncom-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
Ares Trading SA v. Dyax Corp (3rd Cir. 2024),23-1487,2024-09-03,Court of Appeals for the Third Circuit,0,0.0,,https://www.courtlistener.com/opinion/10103211/ares-trading-sa-v-dyax-corp/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Broadband Itv, Inc. v. amazon.com, Inc. (Fed. Cir. 2024)",23-1107,2024-09-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10126982/broadband-itv-inc-v-amazoncom-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Daniel S. Anderson, Alison Anderson, Stephen T. Lewis, Gerald Robert Lee, Terrence S. Valentine, Sally J. Valentine, Edward G. Wilson, Suzanne Hammond Wilson, James P. Hoeffler and Karyn J. Warner, as Trustees for and on Behalf of the Hoeffler Family Trust, Don Ward, Galen Gaunt, Claudia E. Hoversten, as Trustee for and on Behalf of the Hoversten Revocable Trust, Matthew F. Warnick, Herman J. Schliesing and Myra K. Schliesing, as Trustees for and on Behalf of the Schliesing Alaska Community Property Trust, Martin J. Boniek for Copper Valley Air Service, LLC, as its Managing Member, and Clare Jaeger v. Kirk Wilson and Julie Wilson, Daniel S. Anderson, Alison Anderson, Stephen T. Lewis, Gerald Robert Lee, Terrence S. Valentine, Sally J. Valentine, Edward G. Wilson, Suzanne Hammond Wilson, James P. Hoeffler and Karyn J. Warner, as Trustees for and on Behalf of the Hoeffler Family Trust, Don Ward, Galen Gaunt, Claudia E. Hoversten, as Trustee for and on Behalf of the Hoversten Revocable Trust, Matthew F. Warnick, Herman J. Schliesing and Myra K. Schliesing, as Trustees for and on Behalf of the Schliesing Alaska Community Property Trust, Martin J. Boniek for Copper Valley Air Service, LLC, as its Managing Member, and Clare Jaeger v. Kirk Wilson and Julie Wilson (Alaska 2024)","S18145, S18425",2024-08-30,Alaska Supreme Court,0,0.0,1.0,https://www.courtlistener.com/opinion/10100131/daniel-s-anderson-alison-anderson-stephen-t-lewis-gerald-robert-lee/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"P. B. Stratton Family Partnership, LLP v. James S. Hamilton (Ky. Ct. App. 2024)",2023-CA-0663,2024-08-30,Court of Appeals of Kentucky,1,20000.0,,https://www.courtlistener.com/opinion/10099563/p-b-stratton-family-partnership-llp-v-james-s-hamilton/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
Shelby Fuel Corporation v. James S. Hamilton (Ky. Ct. App. 2024),2023-CA-0577,2024-08-30,Court of Appeals of Kentucky,1,20000.0,,https://www.courtlistener.com/opinion/10108486/shelby-fuel-corporation-v-james-s-hamilton/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
Interstate Medical Licensure Compact Commission v. Bowling (10th Cir. 2024),23-1291,2024-08-30,Court of Appeals for the Tenth Circuit,1,75000.0,1.0,https://www.courtlistener.com/opinion/10099656/interstate-medical-licensure-compact-commission-v-bowling/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
Wisconsin Alumni Research Foundation v. Apple Inc. (Fed. Cir. 2024),22-1884,2024-08-28,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10097657/wisconsin-alumni-research-foundation-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
Wisconsin Alumni Research Foundation v. Apple Inc. (Fed. Cir. 2024),22-1884,2024-08-28,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10126994/wisconsin-alumni-research-foundation-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"C.R. Bard, Inc. v. Atrium Medical Corporation (9th Cir. 2024)",23-16020,2024-08-23,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10055595/cr-bard-inc-v-atrium-medical-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Realtime Adaptive Streaming LLC v. Sling Tv, L.L.C. (Fed. Cir. 2024)",23-1035,2024-08-23,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10127006/realtime-adaptive-streaming-llc-v-sling-tv-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
"Realtime Adaptive Streaming LLC v. Sling Tv, L.L.C. (Fed. Cir. 2024)",23-1035,2024-08-23,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10054353/realtime-adaptive-streaming-llc-v-sling-tv-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=17,2026
In re Marriage of Smith (Colo. Ct. App. 2024),22CA2182,2024-08-22,Colorado Court of Appeals,1,27000000.0,1.0,https://www.courtlistener.com/opinion/10105539/in-re-marriage-of-smith/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Nucsafe, Inc. v. Stephen Farber (Tenn. Ct. App. 2024)",E2023-01809-COA-R3-CV,2024-08-22,Court of Appeals of Tennessee,1,12049.23,1.0,https://www.courtlistener.com/opinion/10049951/nucsafe-inc-v-stephen-farber/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"NST Global, LLC, d/b/a SB Tactical v. Sig Sauer Inc. (D.N.H. 2024)",19-cv-00792-PB,2024-08-16,"District Court, D. New Hampshire",0,0.0,,https://www.courtlistener.com/opinion/10697763/nst-global-llc-dba-sb-tactical-v-sig-sauer-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Platinum Optics Technology Inc. v. Viavi Solutions Inc. (Fed. Cir. 2024),23-1227,2024-08-16,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/10042270/platinum-optics-technology-inc-v-viavi-solutions-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Asea v. Univ. of Toledo College of Med. (Ohio Ct. Cl. 2024),2021-00686JD,2024-08-16,Ohio Court of Claims,0,0.0,,https://www.courtlistener.com/opinion/10276689/asea-v-univ-of-toledo-college-of-med/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Novartis Pharmaceuticals Corporation v. Becerra (D.D.C. 2024),Civil Action No. 2024-2234,2024-08-13,"District Court, District of Columbia",0,0.0,,https://www.courtlistener.com/opinion/10040204/novartis-pharmaceuticals-corporation-v-becerra/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Allergan USA, Inc. v. Msn Laboratories Private Ltd. (Fed. Cir. 2024)",24-1061,2024-08-13,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10039178/allergan-usa-inc-v-msn-laboratories-private-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Celanese International Corporation v. Itc (Fed. Cir. 2024),22-1827,2024-08-12,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10038269/celanese-international-corporation-v-itc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Matter of Swayze (N.Y. App. Div. 2024),PM-162-24,2024-08-08,Appellate Division of the Supreme Court of the State of New York,0,0.0,,https://www.courtlistener.com/opinion/10048868/matter-of-swayze/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Mobile Acuity Ltd. v. Blippar Ltd. (Fed. Cir. 2024),22-2216,2024-08-06,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10032374/mobile-acuity-ltd-v-blippar-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Voice Tech Corp. v. Unified Patents, LLC (Fed. Cir. 2024)",22-2163,2024-08-01,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10031215/voice-tech-corp-v-unified-patents-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Voice Tech Corp. v. Unified Patents, LLC (Fed. Cir. 2024)",22-2163,2024-08-01,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10027607/voice-tech-corp-v-unified-patents-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Sanho Corp. v. Kaijet Technology International Limited, Inc. (Fed. Cir. 2024)",23-1336,2024-07-31,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10025621/sanho-corp-v-kaijet-technology-international-limited-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Sanho Corp. v. Kaijet Technology International Limited, Inc. (Fed. Cir. 2024)",23-1336,2024-07-31,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10031222/sanho-corp-v-kaijet-technology-international-limited-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Trusted Science & Tech. v. Evancich (Md. Ct. Spec. App. 2024),0038/23,2024-07-21,Court of Special Appeals of Maryland,1,1.0,1.0,https://www.courtlistener.com/opinion/10010706/trusted-science-tech-v-evancich/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Koss Corporation v. Bose Corporation (Fed. Cir. 2024),22-2090,2024-07-19,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10031276/koss-corporation-v-bose-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
Koss Corporation v. Bose Corporation (Fed. Cir. 2024),22-2090,2024-07-19,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/10007731/koss-corporation-v-bose-corporation/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Miller Mendel, Inc. v. City of Anna, Texas (Fed. Cir. 2024)",22-1753,2024-07-18,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10031282/miller-mendel-inc-v-city-of-anna-texas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Miller Mendel, Inc. v. City of Anna, Texas (Fed. Cir. 2024)",22-1753,2024-07-18,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10006414/miller-mendel-inc-v-city-of-anna-texas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Gonzales & Gonzales Bonds & Insurance Agency, Inc. v. Usdhs (9th Cir. 2024)",22-16552,2024-07-18,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10006648/gonzales-gonzales-bonds-insurance-agency-inc-v-usdhs/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=18,2026
"Backertop Licensing LLC v. Canary Connect, Inc. (Fed. Cir. 2024)",23-2367,2024-07-16,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10004286/backertop-licensing-llc-v-canary-connect-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=19,2026
"Backertop Licensing LLC v. Canary Connect, Inc. (Fed. Cir. 2024)",23-2367,2024-07-16,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10031294/backertop-licensing-llc-v-canary-connect-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=19,2026
Delaware State Sportsmens Association Inc v. Delaware Department of Safety and Homeland Securit (3rd Cir. 2024),23-1633,2024-07-15,Court of Appeals for the Third Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/10003332/delaware-state-sportsmens-association-inc-v-delaware-department-of-safety/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=19,2026
