case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year
Neas v. Siemens (Wis. 1960),,1960-04-05,Wisconsin Supreme Court,0,0.0,1.0,https://www.courtlistener.com/opinion/1606272/neas-v-siemens/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=15,1960
"L.K. Comstock & Co., Inc. v. Siemens-Allis, Inc (9th Cir. 1987)",19-55718,1987-03-20,Court of Appeals for the Ninth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/484851/lk-comstock-co-inc-v-siemens-allis-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1987
"Isaac Cowens, Sallie Gonzales v. Siemens-Elema Ab and Elema Schonander, Inc. (8th Cir. 1988)",87-1347,1988-01-26,Court of Appeals for the Eighth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/500393/isaac-cowens-sallie-gonzales-v-siemens-elema-ab-and-elema-schonander/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1988
Lund v. Lund (N.C. Ct. App. 2017),COA16-813,2017-03-21,Court of Appeals of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/4376921/lund-v-lund/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2017
"H.L. Hayden Co. of New York, Inc. v. Siemens Medical Systems Inc. (2d Cir. 1986)","No. 729, Dockets 85-7619, 85-7821",1986-07-25,Court of Appeals for the Second Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/8952669/hl-hayden-co-of-new-york-inc-v-siemens-medical-systems-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1986
"H.L. Hayden Co. of New York, Inc. v. Siemens Medical Systems, Inc. (S.D.N.Y. 1986)",No. 84 Civ. 0306 (GLG),1986-10-23,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/9030851/hl-hayden-co-of-new-york-inc-v-siemens-medical-systems-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1986
Nationwide Affinity Ins. Co. v. Laderoute (E.D. Mo. 2017),No. 5:17–CV–06012–DGK,2017-12-07,"District Court, E.D. Missouri",0,0.0,0.0,https://www.courtlistener.com/opinion/7328755/nationwide-affinity-ins-co-v-laderoute/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2017
Sluder v. Sluder (N.C. Ct. App. 2019),COA18-920,2019-03-19,Court of Appeals of North Carolina,1,261652.86,1.0,https://www.courtlistener.com/opinion/4601024/sluder-v-sluder/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2019
Siemens & Halske v. Gres (N.Y. App. Div. 1971),,1971-09-28,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/5922495/siemens-halske-v-gres/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1971
"Siemens & Halske, Gmbh. v. Gres (N.Y. Sup. Ct. 1973)",,1973-10-18,New York Supreme Court,0,0.0,,https://www.courtlistener.com/opinion/6326829/siemens-halske-gmbh-v-gres/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1973
In re: J.M.K. (N.C. Ct. App. 2018),COA18-451,2018-09-04,Court of Appeals of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/4532294/in-re-jmk/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2018
United States v. Siemens Corporation and G. D. Searle & Co. (2d Cir. 1980),"1104, Docket 80-6055",1980-04-16,Court of Appeals for the Second Circuit,1,390707.52,1.0,https://www.courtlistener.com/opinion/378081/united-states-v-siemens-corporation-and-g-d-searle-co/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1980
100Reporters LLC v. U.S. Dep't of Justice (D.C. Cir. 2018),Civil Action No.: 14–1264 (RC),2018-06-13,Court of Appeals for the D.C. Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/7330654/100reporters-llc-v-us-dept-of-justice/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2018
Sluder v. Sluder (N.C. Ct. App. 2009),COA08-1188,2009-07-21,Court of Appeals of North Carolina,1,16507.05,0.0,https://www.courtlistener.com/opinion/1288185/sluder-v-sluder/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2009
Duncan v. Duncan (N.C. Ct. App. 2014),COA12-399-2,2014-02-18,Court of Appeals of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/2729123/duncan-v-duncan/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2014
Siemens & Halske GmbH. v. Gres (N.Y. App. Div. 1969),,1969-05-08,Appellate Division of the Supreme Court of the State of New York,1,438.61,,https://www.courtlistener.com/opinion/5912737/siemens-halske-gmbh-v-gres/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1969
Duncan v. Duncan (N.C. Ct. App. 2012),No. COA12-399,2012-10-02,Court of Appeals of North Carolina,0,0.0,0.0,https://www.courtlistener.com/opinion/8913097/duncan-v-duncan/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2012
Duncan v. Duncan (N.C. 2013),450PA12,2013-06-13,Supreme Court of North Carolina,0,0.0,0.0,https://www.courtlistener.com/opinion/2677925/duncan-v-duncan/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2013
100reporters LLC v. United States Department of Justice (D.D.C. 2017),Civil Action No. 2014-1264,2017-03-31,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/4380285/100reporters-llc-v-united-states-department-of-justice/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2017
Blumenschein v. Blumenschein (N.C. 2019),No. 357P18,2019-01-30,Supreme Court of North Carolina,0,0.0,,https://www.courtlistener.com/opinion/7479127/blumenschein-v-blumenschein/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,2019
Siemens-Schuckertwerke Aktiengesellschaft v. Ladd (D.D.C. 1964),Civ. A. No. 484-63,1964-12-14,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/8762854/siemens-schuckertwerke-aktiengesellschaft-v-ladd/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=16,1964
"Siemens New York, Inc. v. United States (Cust. Ct. 1965)",No. 69553; protest 62/18629 (Detroit),1965-09-22,United States Customs Court,0,0.0,,https://www.courtlistener.com/opinion/8154085/siemens-new-york-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1965
"Siemens Corporation v. Local 478, International Brotherhood of Teamsters, Uzzolino (Joseph P., Joseph A.) (3rd Cir. 1987)",86-5831,1987-08-19,Court of Appeals for the Third Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/494284/siemens-corporation-v-local-478-international-brot/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1987
Siemens Estate (Pa. 1943),"Appeals, 281 and 292",1943-01-20,Supreme Court of Pennsylvania,0,0.0,1.0,https://www.courtlistener.com/opinion/4092650/siemens-estate/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1943
Trustees of the Local 478 Trucking & Allied Industries Pension Fund v. Siemens Corp. (3rd Cir. 1983),No. 82-5719,1983-11-18,Court of Appeals for the Third Circuit,0,0.0,,https://www.courtlistener.com/opinion/8928015/trustees-of-the-local-478-trucking-allied-industries-pension-fund-v/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1983
Five Star Electric Corp. v. Federal Insurance (N.Y. App. Div. 2015),14864 602781/07,2015-04-21,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/2795380/five-star-electric-corp-v-federal-insurance/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2015
Siemens' Estate ( 1941),,1941-11-15,"Pennsylvania Orphans' Court, Tioga County",0,0.0,,https://www.courtlistener.com/opinion/6508413/siemens-estate/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1941
"Hannah Bros. v. OSK Marketing & Communications, Inc. (S.D.N.Y. 2009)",1:09-cv-00654-RJH,2009-04-24,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/1886953/hannah-bros-v-osk-marketing-communications-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2009
State v. Maney (N.C. Ct. App. 2002),COA01-1036,2002-07-16,Court of Appeals of North Carolina,0,0.0,0.0,https://www.courtlistener.com/opinion/1248615/state-v-maney/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2002
Siemens v. Meconi (Cal. Ct. App. 1941),Civ. 11669,1941-05-05,California Court of Appeal,0,0.0,0.0,https://www.courtlistener.com/opinion/1380823/siemens-v-meconi/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1941
"Siemens New York, Inc. v. United States (Cust. Ct. 1964)","No. 68500; protests 61/2971, 61/ 15467, and 61/23546 (New York)",1964-04-30,United States Customs Court,0,0.0,,https://www.courtlistener.com/opinion/8152313/siemens-new-york-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1964
"Gloria Siemens v. Bob S. Bergland, Secretary of the United States Department of Agriculture (9th Cir. 1978)",77-3382,1978-11-18,Court of Appeals for the Ninth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/363142/gloria-siemens-v-bob-s-bergland-secretary-of-the-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1978
Barron v. Shelter Mutual Insurance Co. (Mo. 2007),SC 88003,2007-05-01,,0,0.0,,https://www.courtlistener.com/opinion/1756163/barron-v-shelter-mutual-insurance-co/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2007
"Siemens New York, Inc. v. United States (Cust. Ct. 1962)",No. 66717; protest 61/2971,1962-04-26,United States Customs Court,0,0.0,,https://www.courtlistener.com/opinion/8149826/siemens-new-york-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,1962
Smith v. Rockett (10th Cir. 2008),06-6331,2008-04-11,Court of Appeals for the Tenth Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/170559/smith-v-rockett/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2008
Kakosch v. Loscher (D.C. Cir. 2013),No. 13-7099,2013-10-30,Court of Appeals for the D.C. Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/8483039/kakosch-v-loscher/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2013
Inman v. Inman (N.C. Ct. App. 2005),No. COA04-398,2005-01-18,Court of Appeals of North Carolina,1,2060.57,0.0,https://www.courtlistener.com/opinion/7472764/inman-v-inman/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2005
Pisgah Oil Co. v. Western North Carolina Regional Air Pollution Control Agency (N.C. Ct. App. 2000),COA99-910,2000-08-01,Court of Appeals of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/1274637/pisgah-oil-co-v-western-north-carolina-regional-air-pollution-control/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2000
Estate of Austin v. Snead (Mo. 2013),No. SC 92388,2013-01-29,Supreme Court of Missouri,1,19347.79,0.0,https://www.courtlistener.com/opinion/5284057/estate-of-austin-v-snead/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2013
Mattingly v. Mitchell (Ky. Ct. App. 2013),"Nos. 2012-CA-000083-MR, 2012-CA-000121-MR",2013-06-21,Court of Appeals of Kentucky,0,0.0,1.0,https://www.courtlistener.com/opinion/5286759/mattingly-v-mitchell/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2013
Lord v. Fairway Electric Corp. (M.D. Fla. 2002),600CV842ORL28KRS,2002-07-01,"District Court, M.D. Florida",0,0.0,,https://www.courtlistener.com/opinion/2345316/lord-v-fairway-electric-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=17,2002
"Riddell, Inc. v. Superior Court of L. A. Cnty. (Cal. Ct. App. 5th 2017)",B275482,2017-08-23,"California Court of Appeal, 5th District",0,0.0,1.0,https://www.courtlistener.com/opinion/6238988/riddell-inc-v-superior-court-of-l-a-cnty/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2017
"In Re Ski Train Fire in Kaprun, Austria on Nov. 11 (S.D.N.Y. 2002)",MDL 1428(SAS). No. 01 CIV. 6554,2002-09-19,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/2425905/in-re-ski-train-fire-in-kaprun-austria-on-nov-11/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2002
Vanderlande Industries Nederland BV v. International Trade Commission (Fed. Cir. 2004),No. 03-1349,2004-05-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/8438240/vanderlande-industries-nederland-bv-v-international-trade-commission/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2004
Cheri v. Rolm Company (3rd Cir. 2000),96-1169,2000-01-14,Court of Appeals for the Third Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/767350/cheri-v-rolm-company/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2000
Zellar v. Siemens (Wash. 1910),No. 8468,1910-03-30,Washington Supreme Court,0,0.0,,https://www.courtlistener.com/opinion/4922910/zellar-v-siemens/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,1910
"Progressive Rail Inc. v. CSX Trans., Inc. (6th Cir. 2020)",20-5378,2020-12-02,Court of Appeals for the Sixth Circuit,1,1865896.35,,https://www.courtlistener.com/opinion/4835043/progressive-rail-inc-v-csx-trans-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2020
"First Merchants Trust Co. v. Wal-Mart Stores East, LP (S.D. Ind. 2008)",2:08-cv-00304,2008-05-28,"District Court, S.D. Indiana",1,7476509.85,1.0,https://www.courtlistener.com/opinion/2376113/first-merchants-trust-co-v-wal-mart-stores-east-lp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2008
Monumental Life Insurance Co. v. Department of Revenue (Ky. Ct. App. 2006),No. 2005-CA-002148-MR,2006-08-18,Court of Appeals of Kentucky,0,0.0,,https://www.courtlistener.com/opinion/5279573/monumental-life-insurance-co-v-department-of-revenue/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2006
United States v. Witham (D.N.H. 2010),1:00-cr-00017,2010-06-04,,0,0.0,,https://www.courtlistener.com/opinion/2468743/united-states-v-witham/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2010
Vanderlande Industries Nederland Bv v. International Trade Commission (Fed. Cir. 2004),03-1349,2004-05-03,Court of Appeals for the Federal Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/786057/vanderlande-industries-nederland-bv-v-international-trade-commission/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2004
"United States v. Glennis L. Bolden, United States of America v. Clifford E. Bolden (4th Cir. 2003)","99-4814, 99-4873",2003-04-03,Court of Appeals for the Fourth Circuit,1,4724.16,1.0,https://www.courtlistener.com/opinion/781531/united-states-v-glennis-l-bolden-united-states-of-america-v-clifford-e/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2003
Donoho v. City of Asheville (N.C. Ct. App. 2002),COA01-1293,2002-09-17,Court of Appeals of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/1280729/donoho-v-city-of-asheville/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2002
"C. C. & J. Enterprises, Inc. v. City of Asheville (N.C. 1999)",No. 184PA99,1999-11-05,Supreme Court of North Carolina,0,0.0,,https://www.courtlistener.com/opinion/6828167/c-c-j-enterprises-inc-v-city-of-asheville/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,1999
"Fed. Sec. L. Rep. P 90,166, 98 Cal. Daily Op. Serv. 1915, 98 Daily Journal D.A.R. 2681 Securities and Exchange Commission v. Michael J. Colello, Cross Financial Svc., Inc. Owen R. Fox Carroll E. Siemens Bruce Franklin Douglas S. Cross (9th Cir. 1998)",95-56688,1998-03-18,Court of Appeals for the Ninth Circuit,1,884158.18,1.0,https://www.courtlistener.com/opinion/752481/fed-sec-l-rep-p-90166-98-cal-daily-op-serv-1915-98-daily-journal/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,1998
"H.L. Hayden Co. Of New York, Inc. And Schein Dental Equipment Corp., Plaintiffs-Amicus Curiae v. Siemens Medical Systems, Inc., Healthco, Inc. And Patterson Dental Co. v. The State of New York (2d Cir. 1986)",729,1986-07-25,Court of Appeals for the Second Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/474195/hl-hayden-co-of-new-york-inc-and-schein-dental-equipment-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,1986
Sipes v. General Motors Corp. (Tex. App.-Texarkana 1997),06-96-00026-CV,1997-06-03,"Texas Court of Appeals, 6th District (Texarkana)",0,0.0,0.0,https://www.courtlistener.com/opinion/1710482/sipes-v-general-motors-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,1997
"Ptc, Inc. v. United States (Fed. Cl. 2019)",19-165,2019-07-10,United States Court of Federal Claims,1,408005773.36,1.0,https://www.courtlistener.com/opinion/4638276/ptc-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2019
"Stoebner v. Ritchie Capital Management, L.L.C. (In re Polaroid Corp.) (Bankr. D. Minn. 2012)","Bankruptcy Nos. 08-46617, 08-46621(GFK), 08-46620(GFK), 08-46623(GFK), 08-46624(GFK), 08-46625(GFK), 08-46626(GFK), 08-46627(GFK), 08-46628(GFK), 08-46629(GFK); Adversary No. 09-4032",2012-04-30,"United States Bankruptcy Court, D. Minnesota",1,1402227.41,,https://www.courtlistener.com/opinion/8522234/stoebner-v-ritchie-capital-management-llc-in-re-polaroid-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2012
100reporters LLC v. United States Department of Justice (D.D.C. 2018),Civil Action No. 2014-1264,2018-06-13,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/4506731/100reporters-llc-v-united-states-department-of-justice/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,2018
Weinstein v. Siemens & Halske Aktiengesellschaft (2d Cir. 1939),No. 391,1939-06-30,Court of Appeals for the Second Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6980353/weinstein-v-siemens-halske-aktiengesellschaft/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=19,1939
Monumental Life Insurance Co. v. Department of Revenue (Ky. Ct. App. 2008),2005-CA-002148-MR,2008-06-27,Court of Appeals of Kentucky,0,0.0,1.0,https://www.courtlistener.com/opinion/1789626/monumental-life-insurance-co-v-department-of-revenue/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2008
Pittman v. Beck Park Apartments (Cal. Ct. App. 2018),B266654,2018-02-27,California Court of Appeal,0,0.0,0.0,https://www.courtlistener.com/opinion/4471465/pittman-v-beck-park-apartments/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2018
Microgenics Corporation v. United States (Fed. Cl. 2021),21-896,2021-03-30,United States Court of Federal Claims,0,0.0,,https://www.courtlistener.com/opinion/4869187/microgenics-corporation-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2021
Pierce v. Trimble (Ohio Ct. App. 1995),No. 94-CA-21.,1995-03-15,Ohio Court of Appeals,0,0.0,1.0,https://www.courtlistener.com/opinion/3987399/pierce-v-trimble/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,1995
Weiner v. City of New York (N.Y. App. Div. 2021),Index No. 104330/12 Appeal No. 12879N Case No. 2020-00090,2021-01-14,Appellate Division of the Supreme Court of the State of New York,1,1782169.61,1.0,https://www.courtlistener.com/opinion/4847794/weiner-v-city-of-new-york/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2021
Pittman v. Beck Park Apartments Ltd. (Cal. Ct. App. 5th 2018),B266654,2018-02-27,"California Court of Appeal, 5th District",0,0.0,0.0,https://www.courtlistener.com/opinion/6239464/pittman-v-beck-park-apartments-ltd/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2018
Whittaker Corporation v. United States (9th Cir. 2016),14-55385,2016-06-13,Court of Appeals for the Ninth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/3212684/whittaker-corporation-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2016
Weiner v. City of New York (N.Y. App. Div. 2021),Index No. 104330/12 Appeal No. 12879N Case No. 2020-00090,2021-01-14,Appellate Division of the Supreme Court of the State of New York,1,1782169.61,1.0,https://www.courtlistener.com/opinion/4848523/weiner-v-city-of-new-york/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2021
Blaimauer v. Omniglow Corp. (S.D.N.Y. 2007),"MDL No. 1428 (SAS); Nos. 03-CV-8960 (SAS), 03-CV-8961 (SAS), 06-CV-2811 (SAS), 07-CV-935 (SAS), 07-CV-3881 (SAS)",2007-06-19,"District Court, S.D. New York",0,0.0,0.0,https://www.courtlistener.com/opinion/8705085/blaimauer-v-omniglow-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2007
"Boxhorn v. Alliance Imaging, Inc. (N.Y. App. Div. 2010)",,2010-06-11,Appellate Division of the Supreme Court of the State of New York,0,0.0,0.0,https://www.courtlistener.com/opinion/5945248/boxhorn-v-alliance-imaging-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2010
"State ex rel. Missouri-Nebraska Express, Inc. v. Jackson (Mo. Ct. App. 1994)",No. WD 48790,1994-04-05,Missouri Court of Appeals,1,998505.56,,https://www.courtlistener.com/opinion/5258877/state-ex-rel-missouri-nebraska-express-inc-v-jackson/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,1994
"Tritek Technologies, Inc. v. United States (Fed. Cl. 2005)",No. 02-255 C,2005-08-22,United States Court of Federal Claims,0,0.0,0.0,https://www.courtlistener.com/opinion/6771282/tritek-technologies-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2005
Ex Parte Siemens v. Shreeve (Mo. 1927),,1927-06-27,Supreme Court of Missouri,1,462.56,,https://www.courtlistener.com/opinion/3554133/ex-parte-siemens-v-shreeve/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,1927
Gonzalez v. Trevino (5th Cir. 2022),21-50276,2022-07-29,Court of Appeals for the Fifth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/7689113/gonzalez-v-trevino/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2022
"Nissan Motor Acceptance Co. LLC v. Adames (N.Y. Sup. Ct., Bronx Cty. 2025)",Index No. 805500/25E,2025-07-30,"New York Supreme Court, Bronx County",0,0.0,,https://www.courtlistener.com/opinion/10645524/nissan-motor-acceptance-co-llc-v-adames/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2025
Kennedy v. Siemens (Mo. 1894),,1894-02-05,Supreme Court of Missouri,0,0.0,0.0,https://www.courtlistener.com/opinion/8054228/kennedy-v-siemens/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,1894
"Johnson v. Southern Industrial Constructors, Inc. (N.C. 1998)",282PA97,1998-02-06,Supreme Court of North Carolina,1,432652.28,1.0,https://www.courtlistener.com/opinion/1341289/johnson-v-southern-industrial-constructors-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,1998
"SmartText Corp. v. Interland, Inc. (D. Kan. 2003)",03-2393-JWL,2003-12-19,"District Court, D. Kansas",0,0.0,,https://www.courtlistener.com/opinion/2295480/smarttext-corp-v-interland-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2003
State ex rel. v. Siemens (Or. 1913),,1913-07-29,Oregon Supreme Court,0,0.0,,https://www.courtlistener.com/opinion/7003917/state-ex-rel-v-siemens/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,1913
"In re ski train fire in kaprun, Austria on November 11, 2000 (S.D.N.Y. 2003)","No. MDL 1428, 01 Civ. 3103, 01 Civ. 6554, 01 Civ. 10776, 02 Civ. 2492",2003-10-09,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/8754507/in-re-ski-train-fire-in-kaprun-austria-on-november-11-2000/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=20,2003
"In re ski train fire in kaprun, Austria on November 11, 2000 (S.D.N.Y. 2003)","No. MDL 1428, 01 Civ. 3103, 01 Civ. 6554, 01 Civ. 10776, 02 Civ. 2492",2003-10-09,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/8754507/in-re-ski-train-fire-in-kaprun-austria-on-november-11-2000/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2003
Whittaker Corp. v. AMERICAN NUCLEAR INSURERS (D. Mass. 2009),Civil Action 07-10515-RGS,2009-12-01,"District Court, D. Massachusetts",1,277641.39,1.0,https://www.courtlistener.com/opinion/2407958/whittaker-corp-v-american-nuclear-insurers/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2009
"Root Ex Rel. Root v. Liberty Emergency Physicians, Inc. (W.D. Mo. 1999)",98-1233-CV-SJ-1,1999-10-27,"District Court, W.D. Missouri",1,676350.84,,https://www.courtlistener.com/opinion/2376931/root-ex-rel-root-v-liberty-emergency-physicians-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,1999
Havison v. Port Auth. of N.Y. & N.J. (N.Y. App. Div. 2024),Index No. 158983/15 Appeal No. 1357 Case No. 2023-01291,2024-02-01,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/9472495/havison-v-port-auth-of-ny-nj/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2024
Havison v. Port Auth. of N.Y. & N.J. (N.Y. App. Div. 2024),Index No. 158983/15 Appeal No. 1357 Case No. 2023-01291,2024-02-01,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/9471170/havison-v-port-auth-of-ny-nj/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2024
Siemens v. Baer ( 1889),,1889-11-15,New York Court of Common Pleas,0,0.0,,https://www.courtlistener.com/opinion/5694337/siemens-v-baer/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,1889
Siemens's Administrator v. Sellers (1887),,1887-11-14,Supreme Court of the United States,0,0.0,1.0,https://www.courtlistener.com/opinion/92042/siemenss-administrator-v-sellers/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,1887
"People v. Schlesinger Electrical Contractors, Inc. (N.Y. App. Div. 2016)",5802/12 1883A 1883,2016-10-13,Appellate Division of the Supreme Court of the State of New York,0,0.0,0.0,https://www.courtlistener.com/opinion/4312094/people-v-schlesinger-electrical-contractors-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2016
