case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url,year
"Tritek Technologies, Inc. v. United States (Fed. Cl. 2005)",No. 02-255 C,2005-03-22,United States Court of Federal Claims,0,0.0,0.0,https://www.courtlistener.com/opinion/6771279/tritek-technologies-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2005
100reporters LLC v. United States Department of Justice (D.D.C. 2014),Civil Action No. 2014-1264,2014-12-03,"District Court, District of Columbia",0,0.0,1.0,https://www.courtlistener.com/opinion/2756914/100reporters-llc-v-united-states-department-of-justice/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2014
State of Iowa v. Donald Gene Hall (Iowa Ct. App. 2016),15-1467,2016-08-31,Court of Appeals of Iowa,0,0.0,1.0,https://www.courtlistener.com/opinion/4252931/state-of-iowa-v-donald-gene-hall/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2016
Sheffler v. Arana (Mo. Ct. App. 1997),WD 53552,1997-07-15,Missouri Court of Appeals,1,561645.11,1.0,https://www.courtlistener.com/opinion/1668051/sheffler-v-arana/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,1997
Jeff Zeng and Chuan He v. Haiyin Huang and Hanbin Li (Tex. App.-Houston [1st Dist.] 2022),01-20-00430-CV,2022-03-10,"Texas Court of Appeals, 1st District (Houston)",1,177202.1,0.0,https://www.courtlistener.com/opinion/6450701/jeff-zeng-and-chuan-he-v-haiyin-huang-and-hanbin-li/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2022
"Stocking v. Sipco, Inc. (Mo. Ct. App. 1995)",No. WD 49668,1995-03-07,Missouri Court of Appeals,0,0.0,,https://www.courtlistener.com/opinion/5260536/stocking-v-sipco-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,1995
"Ti Group Automotive Systems (North America), Inc. v. Vdo North America, L.L.C. (Fed. Cir. 2004)",03-1482,2004-08-24,Court of Appeals for the Federal Circuit,1,18361304.05,,https://www.courtlistener.com/opinion/786974/ti-group-automotive-systems-north-america-inc-v-vdo-north-america/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2004
"Associated Electric & Gas Insurance Services v. BendTec, Inc. (8th Cir. 2016)","15-2596, 15-2598",2016-05-13,Court of Appeals for the Eighth Circuit,1,16096680.51,1.0,https://www.courtlistener.com/opinion/3203404/associated-electric-gas-insurance-services-v-bendtec-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2016
Root v. New Liberty Hospital District (8th Cir. 2000),99-2988,2000-04-06,Court of Appeals for the Eighth Circuit,0,0.0,,https://www.courtlistener.com/opinion/3024547/root-v-new-liberty-hospital-district/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2000
Mann v. Muktarian (Ohio Ct. App. 2025),CA2025-01-004,2025-09-22,Ohio Court of Appeals,1,1392.48,1.0,https://www.courtlistener.com/opinion/10675405/mann-v-muktarian/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2025
Telecom Technical Services Inc. v. Rolm Co. (11th Cir. 2004),02-14131,2004-10-21,Court of Appeals for the Eleventh Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/76752/telecom-technical-services-inc-v-rolm-co/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2004
"TI Group Automotive Systems (North America), Inc. v. VDO North America, L.L.C. (Fed. Cir. 2004)","Nos. 02-1630, 03-1482",2004-06-30,Court of Appeals for the Federal Circuit,1,18361304.05,,https://www.courtlistener.com/opinion/8438393/ti-group-automotive-systems-north-america-inc-v-vdo-north-america/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=21,2004
Holbert v. Blanchard (N.C. Ct. App. 2017),No. COA17-134,2017-09-05,Court of Appeals of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/8397825/holbert-v-blanchard/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2017
"Stocking v. Sipco, Inc. (Mo. Ct. App. 1995)",No. WD 49668,1995-03-07,Missouri Court of Appeals,0,0.0,,https://www.courtlistener.com/opinion/5260536/stocking-v-sipco-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1995
"NEC Business Communication Systems (East), Inc. v. Seminole County School Board (Fla. Dist. Ct. App. 1996)",No. 95-2927,1996-02-23,District Court of Appeal of Florida,0,0.0,,https://www.courtlistener.com/opinion/7757231/nec-business-communication-systems-east-inc-v-seminole-county-school/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1996
"High Point Sarl v. T-mobile USA, Inc. (D.N.J. 2014)",Civil No. 12-1453 (JEI/AMD),2014-10-15,"District Court, D. New Jersey",0,0.0,0.0,https://www.courtlistener.com/opinion/7309303/high-point-sarl-v-t-mobile-usa-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2014
Omega Diagnostic Imaging PC v. Attica Constr. Corp. (N.Y. App. Div. 2021),Index No. 154562/19 Appeal No. 12955-12955A Case No. 2020-02371,2021-01-26,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/4851669/omega-diagnostic-imaging-pc-v-attica-constr-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2021
General Dynamics Corp. v. Gilliam (In re Marine Energy Systems Corp.) (4th Cir. 2007),No. 06-2149,2007-09-06,Court of Appeals for the Fourth Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/8643075/general-dynamics-corp-v-gilliam-in-re-marine-energy-systems-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2007
Gonzalez v. Trevino (5th Cir. 2024),21-50276,2024-08-02,Court of Appeals for the Fifth Circuit,0,0.0,,https://www.courtlistener.com/opinion/10029135/gonzalez-v-trevino/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2024
"Bigge Crane & Rigging Co. v. Entergy Arkansas, Inc. (Ark. 2015)",CV-14-549,2015-02-26,Supreme Court of Arkansas,0,0.0,1.0,https://www.courtlistener.com/opinion/2782472/bigge-crane-rigging-co-v-entergy-arkansas-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2015
Siemens v. Sellers (U.S. Cir. Ct. 1883),,1883-05-14,United States Circuit Court,0,0.0,0.0,https://www.courtlistener.com/opinion/8161929/siemens-v-sellers/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1883
"Johnson v. Southern Industrial Constructors, Inc. (N.C. Ct. App. 1997)",No. COA95-940,1997-05-06,Court of Appeals of North Carolina,1,439391.42,1.0,https://www.courtlistener.com/opinion/8906625/johnson-v-southern-industrial-constructors-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1997
Oliveri v. City of New York (N.Y. App. Div. 2017),2400 109331/09 590039/11,2017-01-12,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/4338123/oliveri-v-city-of-new-york/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2017
"Weckbecker v. Skanska USA Civ. Northeast, Inc. (N.Y. App. Div. 2019)",Index No. 607269/15,2019-06-12,Appellate Division of the Supreme Court of the State of New York,0,0.0,0.0,https://www.courtlistener.com/opinion/4628762/weckbecker-v-skanska-usa-civ-northeast-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2019
Zurich-American Insurance Co. v. State Worker's Compensation Second Injury Board (La. Ct. App. 1992),No. CA 91 0559,1992-05-22,Louisiana Court of Appeal,0,0.0,1.0,https://www.courtlistener.com/opinion/7667414/zurich-american-insurance-co-v-state-workers-compensation-second-injury/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1992
State v. Flowers (N.C. 1997),553A94,1997-09-05,Supreme Court of North Carolina,0,0.0,1.0,https://www.courtlistener.com/opinion/1420989/state-v-flowers/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1997
Burger-Fischer v. DeGussa Ag (D.N.J. 1999),"Civil Action 98-3958(DRD), 98-5019(DRD), 98-4252(DRD), 98-4468(DRD)",1999-09-21,"District Court, D. New Jersey",0,0.0,0.0,https://www.courtlistener.com/opinion/2425468/burger-fischer-v-degussa-ag/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,1999
State of Iowa v. Tyler Ward Shipley (Iowa Ct. App. 2014),13-2073,2014-09-17,Court of Appeals of Iowa,0,0.0,1.0,https://www.courtlistener.com/opinion/2733520/state-of-iowa-v-tyler-ward-shipley/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2014
"Beckman Coulter Puerto Rico, Inc. v. Junta De Subastas Municipio De San Juan ( 2024)",KLRA202400393,2024-10-10,Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico,0,0.0,,https://www.courtlistener.com/opinion/10291794/beckman-coulter-puerto-rico-inc-v-junta-de-subastas-municipio-de-san/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2024
"Stafford v. EV Transp. Servs., Inc. (N.Y. App. Div. 2024)",Index No. 652390/23 Appeal No. 2712-2712A Case No. 2024-00418 2024-03689,2024-10-03,Appellate Division of the Supreme Court of the State of New York,0,0.0,0.0,https://www.courtlistener.com/opinion/10129802/stafford-v-ev-transp-servs-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2024
U.S. Securities & Exchange Commission v. Sharef (S.D.N.Y. 2013),No. 11 Civ. 9073(SAS),2013-02-19,"District Court, S.D. New York",1,37313585.77,,https://www.courtlistener.com/opinion/8722875/us-securities-exchange-commission-v-sharef/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2013
MIHALIC EX REL. JOHNSON v. K-Mart of Amsterdam (N.D.N.Y. 2005),5:03-CV-674,2005-03-29,"District Court, N.D. New York",0,0.0,,https://www.courtlistener.com/opinion/2343640/mihalic-ex-rel-johnson-v-k-mart-of-amsterdam/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=22,2005
MIHALIC EX REL. JOHNSON v. K-Mart of Amsterdam (N.D.N.Y. 2005),5:03-CV-674,2005-03-29,"District Court, N.D. New York",0,0.0,,https://www.courtlistener.com/opinion/2343640/mihalic-ex-rel-johnson-v-k-mart-of-amsterdam/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2005
"Thomas & Betts Corporation v. Alfa Laval, Inc. (1st Cir. 2019)",16-1133P,2019-02-06,,0,0.0,,https://www.courtlistener.com/opinion/4588103/thomas-betts-corporation-v-alfa-laval-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2019
Maccarone v. New York Convention Ctr. Operating Corp. (N.Y. App. Div. 2025),Index No. 159954/20; Appeal No. 4396; Case No. 2024-00145,2025-05-20,Appellate Division of the Supreme Court of the State of New York,0,0.0,,https://www.courtlistener.com/opinion/10587338/maccarone-v-new-york-convention-ctr-operating-corp/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2025
Siemens-Lungren Co. v. Hatch ( 1891),,1891-07-24,U.S. Circuit Court for the District of Massachusetts,0,0.0,,https://www.courtlistener.com/opinion/8856720/siemens-lungren-co-v-hatch/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,1891
Evoqua Water Techs. v. M.W. Watermark (6th Cir. 2019),18-2398,2019-10-07,Court of Appeals for the Sixth Circuit,1,0.0,,https://www.courtlistener.com/opinion/4667560/evoqua-water-techs-v-mw-watermark/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2019
Bermel v. Liberty Mutual Fire Insurance (Del. 2012),"No. 224, 2012",2012-12-12,Supreme Court of Delaware,1,63.45,1.0,https://www.courtlistener.com/opinion/5145914/bermel-v-liberty-mutual-fire-insurance/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2012
Bagram Eagle Construction and Logistic Company (A.S.B.C.A. 2022),ASBCA No. 62997,2022-05-13,Armed Services Board of Contract Appeals,0,0.0,,https://www.courtlistener.com/opinion/6476220/bagram-eagle-construction-and-logistic-company/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2022
"In Re: Heartland Steel, Inc. (7th Cir. 2004)",03-3019,2004-11-22,Court of Appeals for the Seventh Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/788399/in-re-heartland-steel-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2004
Cincinnati Siemens-Lungren Gas Illuminating Co. v. Western Siemens-Lungren Co. (1894),193,1894-03-05,Supreme Court of the United States,1,1600.0,1.0,https://www.courtlistener.com/opinion/93824/cincinnati-siemens-lungren-gas-illuminating-co-v-western-siemens-lungren/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,1894
Jonathan L. Skinner v. Donegal Mutual Insurance Company (Del. Super. Ct. 2016),N15C-02-136 RRC,2016-03-08,Superior Court of Delaware,0,0.0,,https://www.courtlistener.com/opinion/3183827/jonathan-l-skinner-v-donegal-mutual-insurance-company/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2016
"Automotive Technologies International, Inc. v. BMW of North America, Inc. (Fed. Cir. 2007)","2006-1013, 2006-1037",2007-09-06,Court of Appeals for the Federal Circuit,0,0.0,0.0,https://www.courtlistener.com/opinion/210393/automotive-technologies-international-inc-v-bmw-of-north-america-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2007
"Tritek Technologies, Inc. v. United States (Fed. Cl. 2005)",No. 02-255C,2005-02-07,United States Court of Federal Claims,0,0.0,0.0,https://www.courtlistener.com/opinion/6770570/tritek-technologies-inc-v-united-states/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2005
"Quinton Strong v. Acara Solutions, Inc. (Miss. Ct. App. 2025)",2024-CA-00455-COA,2025-05-20,Court of Appeals of Mississippi,0,0.0,,https://www.courtlistener.com/opinion/10629745/quinton-strong-v-acara-solutions-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2025
"Thomas Pellegrini Pellegrini Interests, LLC Steve Epps, Oak Hill Resources, LLC And Lavaca River Operating Company, LLC v. Six Pines Exploration, LLC Empire Field, LLC Santa Rosa Exploration II, LLC M&H Ventures, LLC Castellaw Energy, LLC Kalane Energy, LLC San Ambrosia Creek, L.P. And L Investments, LLC (Tex. App.-Austin 2019)",03-18-00774-CV,2019-11-22,"Texas Court of Appeals, 3rd District (Austin)",0,0.0,1.0,https://www.courtlistener.com/opinion/4681039/thomas-pellegrini-pellegrini-interests-llc-steve-epps-oak-hill-resources/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2019
"ENTERGY ARKANSAS, INC., AND ENTERGY OPERATIONS, INC. v. SUSAN ALLEN, INDIVIDUALLY AND AS ADMINISTRATRIX of the ESTATE OF WADE WALTERS (Ark. Ct. App. 2021)",,2021-02-17,Court of Appeals of Arkansas,0,0.0,1.0,https://www.courtlistener.com/opinion/10608486/entergy-arkansas-inc-and-entergy-operations-inc-v-susan-allen/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2021
"TI Group Automotive Systems (North America), Inc. v. VDO North America L.L.C. (Fed. Cir. 2003)","No. 02-1630, 03-1482",2003-07-15,Court of Appeals for the Federal Circuit,0,0.0,,https://www.courtlistener.com/opinion/8445727/ti-group-automotive-systems-north-america-inc-v-vdo-north-america/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2003
Central Hanover Bank & Trust Co. v. Siemens & Halske Aktiengesellschaft (S.D.N.Y. 1936),,1936-04-15,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/2127458/central-hanover-bank-trust-co-v-siemens-halske-aktiengesellschaft/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,1936
United States v. Zhu (S.D.N.Y. 2014),No. 13 Cr. 761,2014-12-19,"District Court, S.D. New York",0,0.0,1.0,https://www.courtlistener.com/opinion/7311262/united-states-v-zhu/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2014
Schmaltz v. DK Hardware Supply (Ohio Ct. App. 2023),CA2023-03-006,2023-11-13,Ohio Court of Appeals,1,5282.92,1.0,https://www.courtlistener.com/opinion/9438756/schmaltz-v-dk-hardware-supply/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2023
Tinsley v. Connecticut General Life Insurance (W.D. Ky. 2010),5:09-mj-00161,2010-10-12,"District Court, W.D. Kentucky",1,110731.76,,https://www.courtlistener.com/opinion/2474356/tinsley-v-connecticut-general-life-insurance/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=23,2010
"TI Group Automotive Systems (North America), Inc. v. VDO North America L.L.C. (Fed. Cir. 2003)",No. 02-1630,2003-05-13,,0,0.0,,https://www.courtlistener.com/opinion/8444641/ti-group-automotive-systems-north-america-inc-v-vdo-north-america/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2003
"Goodman v. Skanska USA Civ., Inc. (N.Y. App. Div. 2019)",Index No. 710630/15,2019-02-27,Appellate Division of the Supreme Court of the State of New York,0,0.0,1.0,https://www.courtlistener.com/opinion/4594655/goodman-v-skanska-usa-civ-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2019
Central Hanover Bank & Trust Co. v. Siemens & Halske Aktiengesellschaft (2d Cir. 1936),No. 439,1936-06-22,Court of Appeals for the Second Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/6969769/central-hanover-bank-trust-co-v-siemens-halske-aktiengesellschaft/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1936
Matter of Whitehead v. Warren County Bd. of Supervisors (N.Y. App. Div. 2018),526167,2018-10-18,,0,0.0,,https://www.courtlistener.com/opinion/4545077/matter-of-whitehead-v-warren-county-bd-of-supervisors/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2018
Siemens v. Chambers & McKee Glass Co. ( 1892),,1892-08-11,U.S. Circuit Court for the District of Western Pennsylvania,0,0.0,,https://www.courtlistener.com/opinion/8859110/siemens-v-chambers-mckee-glass-co/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1892
"Rehkoph v. REMS, Inc. (6th Cir. 2002)","Nos. 00-4057, 00-4089, 00-4254",2002-07-02,Court of Appeals for the Sixth Circuit,1,322121.96,0.0,https://www.courtlistener.com/opinion/7292164/rehkoph-v-rems-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2002
State v. Thompson (Mo. Ct. App. 2010),WD 71009,2010-06-29,Missouri Court of Appeals,1,4133.99,1.0,https://www.courtlistener.com/opinion/1466173/state-v-thompson/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2010
"In Re the Grand Jury Subpœna Duces Tecum Dated February 15, 1957 & Addressed to Siemens & Halske A.G., Berlin, Germany (S.D.N.Y. 1957)",,1957-06-27,"District Court, S.D. New York",0,0.0,,https://www.courtlistener.com/opinion/2300835/in-re-the-grand-jury-subpna-duces-tecum-dated-february-15-1957/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1957
Willemsen v. Invacare Corporation (Or. 2012),CC 0902-01653; SC S059201,2012-07-19,Oregon Supreme Court,1,1402227.41,0.0,https://www.courtlistener.com/opinion/834815/willemsen-v-invacare-corporation/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2012
"Longview Power, LLC v. First American Title Insurance (In re Longview Power, LLC) (Bankr. D. Del. 2014)",Case No. 13-12211 (BLS) Jointly Administered; Adv. No. 14-50369,2014-08-12,"United States Bankruptcy Court, D. Delaware",0,0.0,,https://www.courtlistener.com/opinion/8524887/longview-power-llc-v-first-american-title-insurance-in-re-longview/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2014
Central Hanover Bank & Trust Company v. Siemens & Halske Aktiengesellschaft (2d Cir. 1936),439,1936-06-22,Court of Appeals for the Second Circuit,0,0.0,1.0,https://www.courtlistener.com/opinion/1489350/central-hanover-bank-trust-company-v-siemens-halske-aktiengesellschaft/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1936
Rubin v. Assicurazioni Generali S.P.A. (2d Cir. 2008),No. 07-1380-cv,2008-06-06,Court of Appeals for the Second Circuit,0,0.0,,https://www.courtlistener.com/opinion/8688679/rubin-v-assicurazioni-generali-spa/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2008
Jackson v. Medical Coaches (R.I. 1999),98-171-Appeal,1999-07-12,Supreme Court of Rhode Island,0,0.0,1.0,https://www.courtlistener.com/opinion/1897316/jackson-v-medical-coaches/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1999
Bell v. Siemens & Halske Electric Co. (Wis. 1898),,1898-11-22,Wisconsin Supreme Court,0,0.0,0.0,https://www.courtlistener.com/opinion/8222569/bell-v-siemens-halske-electric-co/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1898
Keating v. Nanuet Board of Education (N.Y. App. Div. 2007),,2007-10-02,,0,0.0,,https://www.courtlistener.com/opinion/5878094/keating-v-nanuet-board-of-education/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2007
Siemens Regenerative Gas Lamp Co. v. Horstman (Pa. 1889),No. 25,1889-01-28,Supreme Court of Pennsylvania,0,0.0,1.0,https://www.courtlistener.com/opinion/6443602/siemens-regenerative-gas-lamp-co-v-horstman/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,1889
Bapaz NYC W. 46 St Group LLC v. ASSA Props. Inc. (N.Y. App. Div. 2025),"Index No. 652456/18; Appeal No. 2866-2867; Case No. 2024-02623, 2024-03151",2025-05-29,Appellate Division of the Supreme Court of the State of New York,1,1700000.0,1.0,https://www.courtlistener.com/opinion/10594850/bapaz-nyc-w-46-st-group-llc-v-assa-props-inc/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2025
"State of Iowa v. Jerry J. Oden, Jr. (Iowa Ct. App. 2020)",18-0931,2020-02-05,Court of Appeals of Iowa,0,0.0,1.0,https://www.courtlistener.com/opinion/4724391/state-of-iowa-v-jerry-j-oden-jr/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2020
"Health Net, Inc. v. Rli Insurance (Cal. Ct. App. 2012)",No. B224884; No. B240833,2012-05-22,California Court of Appeal,1,301478893.18,0.0,https://www.courtlistener.com/opinion/5811091/health-net-inc-v-rli-insurance/?q=%22Siemens%22&type=o&order_by=score+desc&stat_Published=on&page=24,2012
